ZCTA,MODZCTA,ZCTA_str,zip_code,Value,Count,modzcta_count,mod_idx,TRACT,ZIP,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
11228,11228,11228,11228,11228 Bensonhurst - Bay Ridge (Brooklyn),2,2,54,36047020000,11228,1,1,1,1
11238,11238,11238,11238,11238 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,36,36047020100,11238,1,1,1,1
11228,11228,11228,11228,11228 Bensonhurst - Bay Ridge (Brooklyn),2,2,54,36047020200,11228,1,1,1,1
11238,11238,11238,11238,11238 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,36,36047020300,11238,1,1,1,1
11228,11228,11228,11228,11228 Bensonhurst - Bay Ridge (Brooklyn),2,2,54,36047020400,11228,1,1,1,1
11238,11238,11238,11238,11238 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,36,36047020500,11238,1,1,1,1
11228,11228,11228,11228,11228 Bensonhurst - Bay Ridge (Brooklyn),2,2,54,36047020600,11228,1,1,1,1
11238,11238,11238,11238,11238 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,36,36047020700,11238,1,1,1,1
11228,11228,11228,11228,11228 Bensonhurst - Bay Ridge (Brooklyn),2,2,54,36047020800,11228,0.895652174,0.822222222,0.97752809,0.900485437
11219,11219,11219,11219,,,0,43,36047021000,11219,1,1,1,1
11205,11205,11205,11205,,,0,28,36047021100,11205,1,1,1,1
11219,11219,11219,11219,,,0,43,36047021200,11219,1,1,1,1
11225,11225,11225,11225,11225 East Flatbush - Flatbush (Brooklyn),4,4,47,36047021300,11225,1,1,1,1
11219,11219,11219,11219,,,0,43,36047021400,11219,1,1,1,1
11238,11238,11238,11238,11238 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,36,36047021500,11238,1,1,1,1
11219,11219,11219,11219,,,0,43,36047021600,11219,1,1,1,1
11238,11238,11238,11238,11238 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,36,36047021700,11238,1,1,1,1
11219,11219,11219,11219,,,0,43,36047021800,11219,1,1,1,1
11216,11216,11216,11216,11216 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,34,36047021900,11216,0.934689507,0.638554217,0.855855856,0.912434326
11219,11219,11219,11219,,,0,43,36047022000,11219,1,1,1,1
11216,11216,11216,11216,11216 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,34,36047022100,11216,0.884778654,0.588235294,0.858695652,0.872823985
11219,11219,11219,11219,,,0,43,36047022200,11219,1,1,1,1
11219,11219,11219,11219,,,0,43,36047022400,11219,0.761047463,0.65648855,0.737951807,0.748367953
11218,11218,11218,11218,11218 Borough Park (Brooklyn),2,2,42,36047022600,11218,1,1,1,1
11238,11238,11238,11238,11238 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,36,36047022700,11238,0.759109312,0.681818182,0.683950617,0.741372625
11218,11218,11218,11218,11218 Borough Park (Brooklyn),2,2,42,36047022800,11218,1,1,1,1
11238,11238,11238,11238,11238 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,36,36047022900,11238,0.617104528,0.484375,0.626190476,0.615046194
11218,11218,11218,11218,11218 Borough Park (Brooklyn),2,2,42,36047023000,11218,0.634815516,0.8203125,0.672661871,0.6582365
11238,11238,11238,11238,11238 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,36,36047023100,11238,1,1,1,1
11219,11219,11219,11219,,,0,43,36047023200,11219,0.932225064,0.918439716,0.932835821,0.930604982
11238,11238,11238,11238,11238 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,36,36047023300,11238,0.507240204,0.489583333,0.475935829,0.502484031
11219,11219,11219,11219,,,0,43,36047023400,11219,0.997563946,0.814814815,0.979310345,0.974712644
11205,11205,11205,11205,,,0,28,36047023500,11205,1,1,1,1
11219,11219,11219,11219,,,0,43,36047023600,11219,0.998235294,0.855614973,1,0.985935302
11219,11219,11219,11219,,,0,43,36047023800,11219,0.980823864,0.823529412,0.976833977,0.967032967
11219,11219,11219,11219,,,0,43,36047024000,11219,0.991710625,0.920353982,0.991701245,0.986912552
11205,11205,11205,11205,,,0,28,36047024100,11205,1,0.987704918,0.991769547,0.997270742
11219,11219,11219,11219,,,0,43,36047024200,11219,0.659430122,0.657657658,0.651515152,0.657743786
11216,11216,11216,11216,11216 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,34,36047024300,11216,0.886094675,0.820512821,0.890374332,0.885552408
11204,11204,11204,11204,,,0,41,36047024400,11204,1,1,1,1
11216,11216,11216,11216,11216 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,34,36047024500,11216,1,1,1,1
11204,11204,11204,11204,,,0,41,36047024600,11204,1,1,1,1
11216,11216,11216,11216,11216 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,34,36047024700,11216,0.322906155,0.728813559,0.982683983,0.380067869
11204,11204,11204,11204,,,0,41,36047024800,11204,1,1,1,1
11216,11216,11216,11216,11216 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,34,36047024900,11216,1,1,1,1
11219,11219,11219,11219,,,0,43,36047025000,11219,0.900277008,0.909090909,0.894736842,0.901923077
11216,11216,11216,11216,11216 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,34,36047025100,11216,1,1,1,1
11204,11204,11204,11204,,,0,41,36047025200,11204,1,1,1,1
11206,11206,11206,11206,11206 Williamsburg - Bushwick (Brooklyn),75,75,59,36047025300,11206,0.891930836,0.7,0.904392765,0.889315068
11204,11204,11204,11204,,,0,41,36047025400,11204,1,1,1,1
11206,11206,11206,11206,11206 Williamsburg - Bushwick (Brooklyn),75,75,59,36047025500,11206,1,1,1,1
11204,11204,11204,11204,,,0,41,36047025600,11204,1,1,1,1
11206,11206,11206,11206,11206 Williamsburg - Bushwick (Brooklyn),75,75,59,36047025700,11206,1,1,1,1
11204,11204,11204,11204,,,0,41,36047025800,11204,1,1,1,1
11206,11206,11206,11206,11206 Williamsburg - Bushwick (Brooklyn),75,75,59,36047025901,11206,1,1,1,1
11206,11206,11206,11206,11206 Williamsburg - Bushwick (Brooklyn),75,75,59,36047025902,11206,1,1,1,1
11204,11204,11204,11204,,,0,41,36047026000,11204,1,1,1,1
11206,11206,11206,11206,11206 Williamsburg - Bushwick (Brooklyn),75,75,59,36047026100,11206,0.47921862,0.505617978,0.61,0.505331179
11204,11204,11204,11204,,,0,41,36047026200,11204,0.664167916,0.194444444,0.317460317,0.613577023
11216,11216,11216,11216,11216 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,34,36047026300,11216,0.575144509,0.708333333,0.366336634,0.544303797
11204,11204,11204,11204,,,0,41,36047026400,11204,0.636981645,0.470149254,0.620817844,0.622732124
11221,11221,11221,11221,11221 Williamsburg - Bushwick (Brooklyn),3,3,60,36047026500,11221,0.549780839,0.287671233,0.533854167,0.537487829
11204,11204,11204,11204,,,0,41,36047026600,11204,1,1,1,1
11216,11216,11216,11216,11216 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,34,36047026700,11216,0.6675,0.924242424,0.618025751,0.664634146
11204,11204,11204,11204,,,0,41,36047026800,11204,0.818376068,0.777777778,0.779904306,0.812237552
11216,11216,11216,11216,11216 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,34,36047026900,11216,1,1,1,1
11214,11214,11214,11214,,,0,53,36047027000,11214,1,1,1,1
11213,11213,11213,11213,11213 Bedford Stuyvesant - Crown Heights (Brooklyn),2,2,33,36047027100,11213,0.705190311,0.518796992,0.63546798,0.683323975
11214,11214,11214,11214,,,0,53,36047027200,11214,1,1,1,1
11216,11216,11216,11216,11216 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,34,36047027300,11216,0.37704918,0.85483871,0.502673797,0.411764706
11214,11214,11214,11214,,,0,53,36047027400,11214,0.841491841,0.771929825,0.833333333,0.83652968
11221,11221,11221,11221,11221 Williamsburg - Bushwick (Brooklyn),3,3,60,36047027500,11221,0.414819945,0.457831325,0.425316456,0.418834547
11214,11214,11214,11214,,,0,53,36047027600,11214,1,1,1,1
11221,11221,11221,11221,11221 Williamsburg - Bushwick (Brooklyn),3,3,60,36047027700,11221,1,1,1,1
11214,11214,11214,11214,,,0,53,36047027800,11214,1,1,1,1
11221,11221,11221,11221,11221 Williamsburg - Bushwick (Brooklyn),3,3,60,36047027900,11221,1,1,1,1
11214,11214,11214,11214,,,0,53,36047028000,11214,1,1,1,1
11221,11221,11221,11221,11221 Williamsburg - Bushwick (Brooklyn),3,3,60,36047028100,11221,0.7035913,0.839506173,0.544025157,0.686868687
11214,11214,11214,11214,,,0,53,36047028200,11214,1,1,1,1
11206,11206,11206,11206,11206 Williamsburg - Bushwick (Brooklyn),75,75,59,36047028300,11206,1,1,1,1
11214,11214,11214,11214,,,0,53,36047028400,11214,1,1,1,1
11206,11206,11206,11206,11206 Williamsburg - Bushwick (Brooklyn),75,75,59,36047028501,11206,1,1,1,1
11206,11206,11206,11206,11206 Williamsburg - Bushwick (Brooklyn),75,75,59,36047028502,11206,1,1,1,1
11214,11214,11214,11214,,,0,53,36047028600,11214,1,1,1,1
11206,11206,11206,11206,11206 Williamsburg - Bushwick (Brooklyn),75,75,59,36047028700,11206,0.595238095,0.595744681,0.485294118,0.580054274
11214,11214,11214,11214,,,0,53,36047028800,11214,1,1,1,1
11221,11221,11221,11221,11221 Williamsburg - Bushwick (Brooklyn),3,3,60,36047028900,11221,0.884020619,0.964705882,0.989583333,0.903376623
11214,11214,11214,11214,,,0,53,36047029000,11214,1,1,1,1
11221,11221,11221,11221,11221 Williamsburg - Bushwick (Brooklyn),3,3,60,36047029100,11221,1,1,1,1
11214,11214,11214,11214,,,0,53,36047029200,11214,1,1,1,1
11221,11221,11221,11221,11221 Williamsburg - Bushwick (Brooklyn),3,3,60,36047029300,11221,1,1,1,1
11214,11214,11214,11214,,,0,53,36047029400,11214,1,1,1,1
11233,11233,11233,11233,,,0,35,36047029500,11233,0.569194683,0.622641509,0.548476454,0.566450089
11214,11214,11214,11214,,,0,53,36047029600,11214,1,1,1,1
11233,11233,11233,11233,,,0,35,36047029700,11233,1,1,1,1
11214,11214,11214,11214,,,0,53,36047029800,11214,0.983023444,0.79787234,0.993220339,0.974169742
11233,11233,11233,11233,,,0,35,36047029900,11233,1,1,1,1
11214,11214,11214,11214,,,0,53,36047030000,11214,0.997822932,0.93442623,1,0.995977011
11233,11233,11233,11233,,,0,35,36047030100,11233,1,1,1,1
11214,11214,11214,11214,,,0,53,36047030200,11214,1,1,1,1
11233,11233,11233,11233,,,0,35,36047030300,11233,1,1,1,1
11214,11214,11214,11214,,,0,53,36047030400,11214,1,1,1,1
11238,11238,11238,11238,11238 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,36,36047030500,11238,1,1,1,1
11214,11214,11214,11214,,,0,53,36047030600,11214,0.985645933,0.75,1,0.979293544
11233,11233,11233,11233,,,0,35,36047030700,11233,0.922292375,0.75,0.886178862,0.91278826
11214,11214,11214,11214,,,0,53,36047030800,11214,0.570866142,0.191176471,0.747311828,0.575459318
11213,11213,11213,11213,11213 Bedford Stuyvesant - Crown Heights (Brooklyn),2,2,33,36047030900,11213,1,1,1,1
11213,11213,11213,11213,11213 Bedford Stuyvesant - Crown Heights (Brooklyn),2,2,33,36047031100,11213,1,1,1,1
11216,11216,11216,11216,11216 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,34,36047031300,11216,0.574508864,0.508474576,0.700374532,0.586821384
11214,11214,11214,11214,,,0,53,36047031400,11214,1,1,1,1
11216,11216,11216,11216,11216 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,34,36047031500,11216,1,1,1,1
11216,11216,11216,11216,11216 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,34,36047031701,11216,1,1,1,1
11216,11216,11216,11216,11216 Bedford Stuyvesant - Crown Heights (Brooklyn),3,3,34,36047031702,11216,0.944920441,0.933962264,0.980327869,0.949633252
11225,11225,11225,11225,11225 East Flatbush - Flatbush (Brooklyn),4,4,47,36047031900,11225,0.930359937,1,0.950617284,0.936015831
11225,11225,11225,11225,11225 East Flatbush - Flatbush (Brooklyn),4,4,47,36047032100,11225,1,1,1,1
11225,11225,11225,11225,11225 East Flatbush - Flatbush (Brooklyn),4,4,47,36047032300,11225,1,1,1,1
11225,11225,11225,11225,11225 East Flatbush - Flatbush (Brooklyn),4,4,47,36047032500,11225,1,1,1,1
11224,11224,11224,11224,11224 Coney Island - Sheepshead Bay (Brooklyn),1,1,56,36047032600,11224,1,1,1,1
11225,11225,11225,11225,11225 East Flatbush - Flatbush (Brooklyn),4,4,47,36047032700,11225,1,1,1,1
11224,11224,11224,11224,11224 Coney Island - Sheepshead Bay (Brooklyn),1,1,56,36047032800,11224,1,1,1,1
11225,11225,11225,11225,11225 East Flatbush - Flatbush (Brooklyn),4,4,47,36047032900,11225,1,1,1,1
11224,11224,11224,11224,11224 Coney Island - Sheepshead Bay (Brooklyn),1,1,56,36047033000,11224,1,1,1,1
11213,11213,11213,11213,11213 Bedford Stuyvesant - Crown Heights (Brooklyn),2,2,33,36047033100,11213,0.67721519,0.181818182,0.614035088,0.647353362
11213,11213,11213,11213,11213 Bedford Stuyvesant - Crown Heights (Brooklyn),2,2,33,36047033300,11213,0.796911197,0.58974359,0.830188679,0.786816269
11213,11213,11213,11213,11213 Bedford Stuyvesant - Crown Heights (Brooklyn),2,2,33,36047033500,11213,1,1,1,1
11224,11224,11224,11224,11224 Coney Island - Sheepshead Bay (Brooklyn),1,1,56,36047033600,11224,1,1,1,1
11213,11213,11213,11213,11213 Bedford Stuyvesant - Crown Heights (Brooklyn),2,2,33,36047033700,11213,0.986062718,1,0.969387755,0.984918794
11213,11213,11213,11213,11213 Bedford Stuyvesant - Crown Heights (Brooklyn),2,2,33,36047033900,11213,0.978231293,0.993006993,0.95505618,0.977434679
11224,11224,11224,11224,11224 Coney Island - Sheepshead Bay (Brooklyn),1,1,56,36047034000,11224,1,1,1,1
11213,11213,11213,11213,11213 Bedford Stuyvesant - Crown Heights (Brooklyn),2,2,33,36047034100,11213,0.962385321,0.933333333,0.936,0.959349593
11224,11224,11224,11224,11224 Coney Island - Sheepshead Bay (Brooklyn),1,1,56,36047034200,11224,1,1,1,1
11213,11213,11213,11213,11213 Bedford Stuyvesant - Crown Heights (Brooklyn),2,2,33,36047034300,11213,1,1,1,1
11213,11213,11213,11213,11213 Bedford Stuyvesant - Crown Heights (Brooklyn),2,2,33,36047034500,11213,1,1,1,1
11213,11213,11213,11213,11213 Bedford Stuyvesant - Crown Heights (Brooklyn),2,2,33,36047034700,11213,1,1,1,1
11224,11224,11224,11224,11224 Coney Island - Sheepshead Bay (Brooklyn),1,1,56,36047034800,11224,0.962552011,0.966666667,0.963302752,0.963636364
11213,11213,11213,11213,11213 Bedford Stuyvesant - Crown Heights (Brooklyn),2,2,33,36047034900,11213,1,1,1,1
11224,11224,11224,11224,11224 Coney Island - Sheepshead Bay (Brooklyn),1,1,56,36047035000,11224,1,1,1,1
11213,11213,11213,11213,11213 Bedford Stuyvesant - Crown Heights (Brooklyn),2,2,33,36047035100,11213,1,1,1,1
11224,11224,11224,11224,11224 Coney Island - Sheepshead Bay (Brooklyn),1,1,56,36047035200,11224,1,1,1,1
11213,11213,11213,11213,11213 Bedford Stuyvesant - Crown Heights (Brooklyn),2,2,33,36047035300,11213,1,1,1,1
11224,11224,11224,11224,11224 Coney Island - Sheepshead Bay (Brooklyn),1,1,56,36047035400,11224,1,0.993589744,1,0.999827378
11213,11213,11213,11213,11213 Bedford Stuyvesant - Crown Heights (Brooklyn),2,2,33,36047035500,11213,0.999057049,0.883333333,1,0.996162047
11224,11224,11224,11224,11224 Coney Island - Sheepshead Bay (Brooklyn),1,1,56,36047035601,11224,1,1,1,1
11224,11224,11224,11224,11224 Coney Island - Sheepshead Bay (Brooklyn),1,1,56,36047035602,11224,0.729101358,0.743589744,0.795454545,0.729992329
11213,11213,11213,11213,11213 Bedford Stuyvesant - Crown Heights (Brooklyn),2,2,33,36047035700,11213,1,1,1,1
11233,11233,11233,11233,,,0,35,36047035900,11233,0.910941476,0.676923077,0.92408377,0.907308378
11235,11235,11235,11235,11235 Coney Island - Sheepshead Bay (Brooklyn),2,2,58,36047036001,11235,1,1,1,1
11235,11235,11235,11235,11235 Coney Island - Sheepshead Bay (Brooklyn),2,2,58,36047036002,11235,1,1,1,1
11233,11233,11233,11233,,,0,35,36047036100,11233,0.868369352,0.765625,0.892561983,0.865336658
11235,11235,11235,11235,11235 Coney Island - Sheepshead Bay (Brooklyn),2,2,58,36047036200,11235,1,1,1,1
11233,11233,11233,11233,,,0,35,36047036300,11233,0.974883178,0.838235294,0.925824176,0.962220149
11235,11235,11235,11235,11235 Coney Island - Sheepshead Bay (Brooklyn),2,2,58,36047036400,11235,1,1,1,1
11233,11233,11233,11233,,,0,35,36047036501,11233,1,1,1,1
11233,11233,11233,11233,,,0,35,36047036502,11233,0.938888889,0.745098039,0.945454545,0.921305182
11235,11235,11235,11235,11235 Coney Island - Sheepshead Bay (Brooklyn),2,2,58,36047036600,11235,1,1,1,1
11233,11233,11233,11233,,,0,35,36047036700,11233,1,0.563380282,0.95,0.931773879
11233,11233,11233,11233,,,0,35,36047036900,11233,0.980213904,0.801801802,0.972850679,0.970697482
11235,11235,11235,11235,11235 Coney Island - Sheepshead Bay (Brooklyn),2,2,58,36047037000,11235,1,1,1,1
11233,11233,11233,11233,,,0,35,36047037100,11233,1,1,1,1
11233,11233,11233,11233,,,0,35,36047037300,11233,0.951003542,0.686567164,0.952861953,0.942662779
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047037401,11223,0.71069869,0.611111111,0.777777778,0.713777326
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047037402,11223,1,1,1,1
11221,11221,11221,11221,11221 Williamsburg - Bushwick (Brooklyn),3,3,60,36047037500,11221,0.920489297,0.952,0.965616046,0.929824561
11233,11233,11233,11233,,,0,35,36047037700,11233,1,1,1,1
11233,11233,11233,11233,,,0,35,36047037900,11233,1,1,1,1
11233,11233,11233,11233,,,0,35,36047038100,11233,1,1,1,1
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047038200,11223,1,1,1,1
11233,11233,11233,11233,,,0,35,36047038300,11233,0.80015083,0.819672131,0.763052209,0.795232274
11221,11221,11221,11221,11221 Williamsburg - Bushwick (Brooklyn),3,3,60,36047038500,11221,1,1,1,1
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047038600,11223,1,1,1,1
11221,11221,11221,11221,11221 Williamsburg - Bushwick (Brooklyn),3,3,60,36047038700,11221,1,1,1,1
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047038800,11223,1,1,1,1
11206,11206,11206,11206,11206 Williamsburg - Bushwick (Brooklyn),75,75,59,36047038900,11206,0.999167361,0.963855422,1,0.995633188
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047039000,11223,0.881028939,0.904761905,0.948717949,0.885630499
11206,11206,11206,11206,11206 Williamsburg - Bushwick (Brooklyn),75,75,59,36047039100,11206,0.872881356,0.8,0.813043478,0.866973886
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047039200,11223,1,1,1,1
11221,11221,11221,11221,11221 Williamsburg - Bushwick (Brooklyn),3,3,60,36047039300,11221,1,1,1,1
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047039400,11223,1,1,1,1
11221,11221,11221,11221,11221 Williamsburg - Bushwick (Brooklyn),3,3,60,36047039500,11221,1,1,1,1
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047039600,11223,1,1,1,1
11221,11221,11221,11221,11221 Williamsburg - Bushwick (Brooklyn),3,3,60,36047039700,11221,1,1,1,1
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047039800,11223,1,1,1,1
11221,11221,11221,11221,11221 Williamsburg - Bushwick (Brooklyn),3,3,60,36047039900,11221,0.973490427,1,0.960784314,0.971714791
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047040000,11223,1,1,1,1
11207,11207,11207,11207,11207 East New York (Brooklyn),6,6,37,36047040100,11207,0.932937182,0.948275862,0.927631579,0.932467532
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047040200,11223,1,1,1,1
11207,11207,11207,11207,11207 East New York (Brooklyn),6,6,37,36047040300,11207,1,1,1,1
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047040400,11223,0.957264957,0.871794872,0.976331361,0.953635406
11207,11207,11207,11207,11207 East New York (Brooklyn),6,6,37,36047040500,11207,1,1,1,1
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047040600,11223,1,1,1,1
11207,11207,11207,11207,11207 East New York (Brooklyn),6,6,37,36047040700,11207,0,1,0,1
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047040800,11223,1,1,1,1
11207,11207,11207,11207,11207 East New York (Brooklyn),6,6,37,36047040900,11207,0.525719268,0.731343284,0.50755287,0.530744337
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047041000,11223,1,1,1,1
11207,11207,11207,11207,11207 East New York (Brooklyn),6,6,37,36047041100,11207,1,1,1,1
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047041200,11223,1,1,1,1
11207,11207,11207,11207,11207 East New York (Brooklyn),6,6,37,36047041300,11207,0.694096601,0.882352941,0.710801394,0.701876303
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047041401,11223,1,1,1,1
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047041402,11223,1,1,1,1
11221,11221,11221,11221,11221 Williamsburg - Bushwick (Brooklyn),3,3,60,36047041500,11221,1,1,1,1
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047041600,11223,1,1,1,1
11221,11221,11221,11221,11221 Williamsburg - Bushwick (Brooklyn),3,3,60,36047041700,11221,1,1,1,1
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047041800,11223,1,1,1,1
11221,11221,11221,11221,11221 Williamsburg - Bushwick (Brooklyn),3,3,60,36047041900,11221,0.994156928,0.866666667,0.987068966,0.990410959
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047042000,11223,0.69650655,0.820143885,0.615384615,0.72070626
11221,11221,11221,11221,11221 Williamsburg - Bushwick (Brooklyn),3,3,60,36047042100,11221,0.96,0.897959184,0.927007299,0.953089245
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047042200,11223,1,1,1,1
11221,11221,11221,11221,11221 Williamsburg - Bushwick (Brooklyn),3,3,60,36047042300,11221,0.809583074,0.770833333,0.846153846,0.814423077
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047042400,11223,0.939053729,0.824561404,0.913669065,0.932085932
11206,11206,11206,11206,11206 Williamsburg - Bushwick (Brooklyn),75,75,59,36047042500,11206,0.841575092,0.855555556,0.886287625,0.851451722
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047042600,11223,0.949025487,0.980952381,0.963963964,0.952258065
11237,11237,11237,11237,11237 Williamsburg - Bushwick (Brooklyn),1,1,61,36047042700,11237,1,1,1,1
11223,11223,11223,11223,11223 Coney Island - Sheepshead Bay (Brooklyn),2,2,55,36047042800,11223,0.602825746,0.816901408,0.772151899,0.622893258
11237,11237,11237,11237,11237 Williamsburg - Bushwick (Brooklyn),1,1,61,36047042900,11237,1,1,1,1
11204,11204,11204,11204,,,0,41,36047043000,11204,1,1,1,1
11237,11237,11237,11237,11237 Williamsburg - Bushwick (Brooklyn),1,1,61,36047043100,11237,0.993296089,1,0.998223801,0.994891945
11204,11204,11204,11204,,,0,41,36047043200,11204,1,1,1,1
11237,11237,11237,11237,11237 Williamsburg - Bushwick (Brooklyn),1,1,61,36047043300,11237,0.740408163,0.851851852,0.793002915,0.756822317
11204,11204,11204,11204,,,0,41,36047043400,11204,1,1,0.993103448,0.99933687
11221,11221,11221,11221,11221 Williamsburg - Bushwick (Brooklyn),3,3,60,36047043500,11221,0.729460581,0.847826087,0.749206349,0.736909323
11204,11204,11204,11204,,,0,41,36047043600,11204,1,1,1,1
11237,11237,11237,11237,11237 Williamsburg - Bushwick (Brooklyn),1,1,61,36047043700,11237,0.582860744,0.285714286,0.520987654,0.5625
11230,11230,11230,11230,11230 Borough Park (Brooklyn),1,1,44,36047043800,11230,0.842105263,0.585714286,0.820224719,0.824468085
11237,11237,11237,11237,11237 Williamsburg - Bushwick (Brooklyn),1,1,61,36047043900,11237,1,1,1,1
11230,11230,11230,11230,11230 Borough Park (Brooklyn),1,1,44,36047044000,11230,0.884749709,0.934210526,0.938461538,0.892
11237,11237,11237,11237,11237 Williamsburg - Bushwick (Brooklyn),1,1,61,36047044100,11237,1,1,1,1
11230,11230,11230,11230,11230 Borough Park (Brooklyn),1,1,44,36047044200,11230,0.979874214,0.914893617,1,0.978746015
11237,11237,11237,11237,11237 Williamsburg - Bushwick (Brooklyn),1,1,61,36047044300,11237,1,1,1,1
11230,11230,11230,11230,11230 Borough Park (Brooklyn),1,1,44,36047044400,11230,1,1,1,1
11237,11237,11237,11237,11237 Williamsburg - Bushwick (Brooklyn),1,1,61,36047044500,11237,1,1,1,1
11204,11204,11204,11204,,,0,41,36047044600,11204,0.774822695,0.390625,0.691011236,0.725806452
11237,11237,11237,11237,11237 Williamsburg - Bushwick (Brooklyn),1,1,61,36047044700,11237,1,1,1,1
11230,11230,11230,11230,11230 Borough Park (Brooklyn),1,1,44,36047044800,11230,1,0.88372093,1,0.994600432
11211,11211,11211,11211,,,0,25,36047044900,11211,0.651654412,0.460339943,0.303225806,0.554643407
11230,11230,11230,11230,11230 Borough Park (Brooklyn),1,1,44,36047045000,11230,1,1,1,1
11230,11230,11230,11230,11230 Borough Park (Brooklyn),1,1,44,36047045200,11230,1,1,1,1
11237,11237,11237,11237,11237 Williamsburg - Bushwick (Brooklyn),1,1,61,36047045300,11237,0.916873449,0.898989899,0.897590361,0.909356725
11230,11230,11230,11230,11230 Borough Park (Brooklyn),1,1,44,36047045400,11230,1,1,1,1
11230,11230,11230,11230,11230 Borough Park (Brooklyn),1,1,44,36047045600,11230,1,1,1,1
11230,11230,11230,11230,11230 Borough Park (Brooklyn),1,1,44,36047045800,11230,1,1,1,1
11230,11230,11230,11230,11230 Borough Park (Brooklyn),1,1,44,36047046000,11230,1,1,1,1
11230,11230,11230,11230,11230 Borough Park (Brooklyn),1,1,44,36047046201,11230,1,1,1,1
11230,11230,11230,11230,11230 Borough Park (Brooklyn),1,1,44,36047046202,11230,0.928721174,0.892307692,0.882352941,0.923076923
11204,11204,11204,11204,,,0,41,36047046400,11204,1,0.540540541,0.857142857,0.962190352
11204,11204,11204,11204,,,0,41,36047046800,11204,1,1,1,1
11204,11204,11204,11204,,,0,41,36047047000,11204,1,1,1,1
11204,11204,11204,11204,,,0,41,36047047200,11204,1,1,1,1
11204,11204,11204,11204,,,0,41,36047047400,11204,1,1,1,1
11204,11204,11204,11204,,,0,41,36047047600,11204,0.823470411,0.869565217,0.853403141,0.833209785
