Unnamed: 0,tract,zip,usps_zip_pref_city,usps_zip_pref_state,res_ratio,bus_ratio,oth_ratio,tot_ratio,FIPS,ZCTA,MODZCTA,ZCTA_str,zip_tai,Tai_idx,mods,mod_idx
702,36047023100,11238,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11238,11238,11238,11238.0,36,11238,36
703,36047023200,11219,BROOKLYN,NY,0.930338542,0.919014085,0.937062937,0.930191196,36047,11219,11219,11219,11219.0,43,11219,43
707,36047023300,11238,BROOKLYN,NY,0.508326395,0.240641711,0.469849246,0.486441245,36047,11238,11238,11238,11238.0,36,11238,36
710,36047023400,11219,BROOKLYN,NY,0.997574287,0.809917355,0.979591837,0.974370709,36047,11219,11219,11219,11219.0,43,11219,43
711,36047023500,11205,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11205,11205,11205,11205.0,28,11205,28
712,36047023600,11219,BROOKLYN,NY,0.99824356,0.856382979,1.0,0.986046512,36047,11219,11219,11219,11219.0,43,11219,43
715,36047023800,11219,BROOKLYN,NY,0.9807005,0.822368421,0.976190476,0.96672213,36047,11219,11219,11219,11219.0,43,11219,43
716,36047024000,11219,BROOKLYN,NY,0.991815476,0.920353982,0.991967871,0.987104338,36047,11219,11219,11219,11219.0,43,11219,43
718,36047024100,11205,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11205,11205,11205,11205.0,28,11205,28
720,36047024200,11219,BROOKLYN,NY,0.665359477,0.644859813,0.659192825,0.662100457,36047,11219,11219,11219,11219.0,43,11219,43
721,36047024300,11216,BROOKLYN,NY,0.901639344,0.85106383,0.8775,0.896209386,36047,11216,11216,11216,11216.0,34,11216,34
723,36047024400,11204,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11204,11204,11204,11204.0,41,11204,41
724,36047024500,11216,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11216,11216,11216,11216.0,34,11216,34
725,36047024600,11204,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11204,11204,11204,11204.0,41,11204,41
727,36047024700,11216,BROOKLYN,NY,0.324356913,0.747596154,0.983193277,0.38348135,36047,11216,11216,11216,11216.0,34,11216,34
728,36047024800,11204,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11204,11204,11204,11204.0,41,11204,41
729,36047024900,11216,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11216,11216,11216,11216.0,34,11216,34
730,36047025000,11219,BROOKLYN,NY,0.900277008,0.909836066,0.894736842,0.902111324,36047,11219,11219,11219,11219.0,43,11219,43
732,36047025100,11216,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11216,11216,11216,11216.0,34,11216,34
733,36047025200,11204,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11204,11204,11204,11204.0,41,11204,41
736,36047025300,11206,BROOKLYN,NY,0.888172043,0.693877551,0.899244332,0.885388376,36047,11206,11206,11206,11206.0,60,11206,59
737,36047025400,11204,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11204,11204,11204,11204.0,41,11204,41
738,36047025500,11206,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11206,11206,11206,11206.0,60,11206,59
739,36047025600,11204,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11204,11204,11204,11204.0,41,11204,41
740,36047025700,11206,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11206,11206,11206,11206.0,60,11206,59
741,36047025800,11204,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11204,11204,11204,11204.0,41,11204,41
742,36047025901,11206,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11206,11206,11206,11206.0,60,11206,59
743,36047025902,11206,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11206,11206,11206,11206.0,60,11206,59
744,36047026000,11204,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11204,11204,11204,11204.0,41,11204,41
745,36047026100,11206,BROOKLYN,NY,0.475450082,0.5,0.608264463,0.501751035,36047,11206,11206,11206,11206.0,60,11206,59
748,36047026200,11204,BROOKLYN,NY,0.670196672,0.2,0.279411765,0.613874346,36047,11204,11204,11204,11204.0,41,11204,41
751,36047026300,11216,BROOKLYN,NY,0.521465969,0.68,0.357487923,0.49620893,36047,11216,11216,11216,11216.0,34,11216,34
754,36047026400,11204,BROOKLYN,NY,0.641509434,0.473684211,0.621818182,0.626849894,36047,11204,11204,11204,11204.0,41,11204,41
756,36047026500,11221,BROOKLYN,NY,0.534346505,0.283783784,0.53030303,0.524822695,36047,11221,11221,11221,11221.0,61,11221,60
757,36047026600,11204,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11204,11204,11204,11204.0,41,11204,41
758,36047026700,11216,BROOKLYN,NY,0.666666667,0.923076923,0.621212121,0.66462553,36047,11216,11216,11216,11216.0,34,11216,34
761,36047026800,11204,BROOKLYN,NY,0.816312057,0.777777778,0.778846154,0.810406699,36047,11204,11204,11204,11204.0,41,11204,41
762,36047026900,11216,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11216,11216,11216,11216.0,34,11216,34
763,36047027000,11214,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11214,11214,11214,11214.0,53,11214,53
765,36047027100,11213,BROOKLYN,NY,0.664797508,0.519379845,0.621621622,0.650306748,36047,11213,11213,11213,11213.0,33,11213,33
766,36047027200,11214,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11214,11214,11214,11214.0,53,11214,53
768,36047027300,11216,BROOKLYN,NY,0.378318584,0.797101449,0.444444444,0.404411765,36047,11216,11216,11216,11216.0,34,11216,34
770,36047027400,11214,BROOKLYN,NY,0.838672769,0.775862069,0.823529412,0.832886506,36047,11214,11214,11214,11214.0,53,11214,53
773,36047027500,11221,BROOKLYN,NY,0.402684564,0.457831325,0.403990025,0.40526849,36047,11221,11221,11221,11221.0,61,11221,60
775,36047027600,11214,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11214,11214,11214,11214.0,53,11214,53
776,36047027700,11221,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11221,11221,11221,11221.0,61,11221,60
777,36047027800,11214,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11214,11214,11214,11214.0,53,11214,53
778,36047027900,11221,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11221,11221,11221,11221.0,61,11221,60
779,36047028000,11214,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11214,11214,11214,11214.0,53,11214,53
780,36047028100,11221,BROOKLYN,NY,0.708973723,0.8375,0.558912387,0.692751236,36047,11221,11221,11221,11221.0,61,11221,60
782,36047028200,11214,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11214,11214,11214,11214.0,53,11214,53
783,36047028300,11206,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11206,11206,11206,11206.0,60,11206,59
784,36047028400,11214,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11214,11214,11214,11214.0,53,11214,53
785,36047028501,11206,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11206,11206,11206,11206.0,60,11206,59
786,36047028502,11206,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11206,11206,11206,11206.0,60,11206,59
787,36047028600,11214,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11214,11214,11214,11214.0,53,11214,53
788,36047028700,11206,BROOKLYN,NY,0.588235294,0.597826087,0.471428571,0.572386059,36047,11206,11206,11206,11206.0,60,11206,59
790,36047028800,11214,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11214,11214,11214,11214.0,53,11214,53
792,36047028900,11221,BROOKLYN,NY,0.884984026,0.966292135,0.98880597,0.903225806,36047,11221,11221,11221,11221.0,61,11221,60
793,36047029000,11214,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11214,11214,11214,11214.0,53,11214,53
794,36047029100,11221,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11221,11221,11221,11221.0,61,11221,60
795,36047029200,11214,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11214,11214,11214,11214.0,53,11214,53
796,36047029300,11221,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11221,11221,11221,11221.0,61,11221,60
797,36047029400,11214,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11214,11214,11214,11214.0,53,11214,53
798,36047029500,11233,BROOKLYN,NY,0.603387438,0.603773585,0.591939547,0.600964114,36047,11233,11233,11233,11233.0,35,11233,35
800,36047029600,11214,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11214,11214,11214,11214.0,53,11214,53
801,36047029700,11233,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11233,11233,11233,11233.0,35,11233,35
803,36047029800,11214,BROOKLYN,NY,0.983064516,0.8,0.993197279,0.974217311,36047,11214,11214,11214,11214.0,53,11214,53
804,36047029900,11233,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11233,11233,11233,11233.0,35,11233,35
806,36047030000,11214,BROOKLYN,NY,0.997835498,0.93442623,1.0,0.996004566,36047,11214,11214,11214,11214.0,53,11214,53
807,36047030100,11233,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11233,11233,11233,11233.0,35,11233,35
808,36047030200,11214,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11214,11214,11214,11214.0,53,11214,53
809,36047030300,11233,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11233,11233,11233,11233.0,35,11233,35
810,36047030400,11214,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11214,11214,11214,11214.0,53,11214,53
811,36047030500,11238,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11238,11238,11238,11238.0,36,11238,36
813,36047030600,11214,BROOKLYN,NY,0.985736926,0.75,1.0,0.979443773,36047,11214,11214,11214,11214.0,53,11214,53
815,36047030700,11233,BROOKLYN,NY,0.929364727,0.689655172,0.87962963,0.915477085,36047,11233,11233,11233,11233.0,35,11233,35
817,36047030800,11214,BROOKLYN,NY,0.572769953,0.181818182,0.726804124,0.575422627,36047,11214,11214,11214,11214.0,53,11214,53
818,36047030900,11213,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11213,11213,11213,11213.0,33,11213,33
819,36047031100,11213,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11213,11213,11213,11213.0,33,11213,33
821,36047031300,11216,BROOKLYN,NY,0.56071076,0.555555556,0.659574468,0.572396274,36047,11216,11216,11216,11216.0,34,11216,34
822,36047031400,11214,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11214,11214,11214,11214.0,53,11214,53
823,36047031500,11216,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11216,11216,11216,11216.0,34,11216,34
824,36047031701,11216,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11216,11216,11216,11216.0,34,11216,34
825,36047031702,11216,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11216,11216,11216,11216.0,34,11216,34
827,36047031900,11225,BROOKLYN,NY,0.932046332,1.0,0.946745562,0.93697206,36047,11225,11225,11225,11225.0,47,11225,47
828,36047032100,11225,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11225,11225,11225,11225.0,47,11225,47
829,36047032300,11225,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11225,11225,11225,11225.0,47,11225,47
830,36047032500,11225,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11225,11225,11225,11225.0,47,11225,47
831,36047032600,11224,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11224,11224,11224,11224.0,57,11224,56
832,36047032700,11225,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11225,11225,11225,11225.0,47,11225,47
833,36047032800,11224,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11224,11224,11224,11224.0,57,11224,56
834,36047032900,11225,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11225,11225,11225,11225.0,47,11225,47
835,36047033000,11224,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11224,11224,11224,11224.0,57,11224,56
836,36047033100,11213,BROOKLYN,NY,0.58604336,0.192307692,0.560606061,0.566049383,36047,11213,11213,11213,11213.0,33,11213,33
839,36047033300,11213,BROOKLYN,NY,0.789431545,0.619047619,0.9,0.786366831,36047,11213,11213,11213,11213.0,33,11213,33
841,36047033500,11213,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11213,11213,11213,11213.0,33,11213,33
842,36047033600,11224,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11224,11224,11224,11224.0,57,11224,56
844,36047033700,11213,BROOKLYN,NY,0.986902423,1.0,0.970588235,0.985800109,36047,11213,11213,11213,11213.0,33,11213,33
845,36047033900,11213,BROOKLYN,NY,0.978290366,0.992907801,0.95505618,0.977470356,36047,11213,11213,11213,11213.0,33,11213,33
847,36047034000,11224,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11224,11224,11224,11224.0,57,11224,56
849,36047034100,11213,BROOKLYN,NY,0.962625342,0.933333333,0.921875,0.958064516,36047,11213,11213,11213,11213.0,33,11213,33
850,36047034200,11224,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11224,11224,11224,11224.0,57,11224,56
851,36047034300,11213,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11213,11213,11213,11213.0,33,11213,33
852,36047034500,11213,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11213,11213,11213,11213.0,33,11213,33
853,36047034700,11213,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11213,11213,11213,11213.0,33,11213,33
854,36047034800,11224,BROOKLYN,NY,0.965865992,0.96641791,0.948717949,0.964285714,36047,11224,11224,11224,11224.0,57,11224,56
856,36047034900,11213,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11213,11213,11213,11213.0,33,11213,33
857,36047035000,11224,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11224,11224,11224,11224.0,57,11224,56
858,36047035100,11213,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11213,11213,11213,11213.0,33,11213,33
859,36047035200,11224,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11224,11224,11224,11224.0,57,11224,56
860,36047035300,11213,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11213,11213,11213,11213.0,33,11213,33
861,36047035400,11224,BROOKLYN,NY,1.0,0.993055556,1.0,0.999803227,36047,11224,11224,11224,11224.0,57,11224,56
864,36047035500,11213,BROOKLYN,NY,0.999070632,0.875,1.0,0.996210526,36047,11213,11213,11213,11213.0,33,11213,33
865,36047035601,11224,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11224,11224,11224,11224.0,57,11224,56
866,36047035602,11224,BROOKLYN,NY,0.641770401,0.638297872,0.690909091,0.642342342,36047,11224,11224,11224,11224.0,57,11224,56
868,36047035700,11213,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11213,11213,11213,11213.0,33,11213,33
871,36047035900,11233,BROOKLYN,NY,0.913061393,0.666666667,0.930864198,0.9104426,36047,11233,11233,11233,11233.0,35,11233,35
872,36047036001,11235,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11235,11235,11235,11235.0,59,11235,58
873,36047036002,11235,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11235,11235,11235,11235.0,59,11235,58
874,36047036100,11233,BROOKLYN,NY,0.871401152,0.782608696,0.9,0.869460113,36047,11233,11233,11233,11233.0,35,11233,35
876,36047036200,11235,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11235,11235,11235,11235.0,59,11235,58
878,36047036300,11233,BROOKLYN,NY,0.971303502,0.838235294,0.937888199,0.961641734,36047,11233,11233,11233,11233.0,35,11233,35
879,36047036400,11235,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11235,11235,11235,11235.0,59,11235,58
880,36047036501,11233,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11233,11233,11233,11233.0,35,11233,35
881,36047036502,11233,BROOKLYN,NY,0.96497373,0.779661017,0.961538462,0.950381679,36047,11233,11233,11233,11233.0,35,11233,35
883,36047036600,11235,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11235,11235,11235,11235.0,59,11235,58
885,36047036700,11233,BROOKLYN,NY,1.0,0.571428571,0.950980392,0.941666667,36047,11233,11233,11233,11233.0,35,11233,35
886,36047036900,11233,BROOKLYN,NY,0.977840641,0.792792793,0.971319312,0.969147005,36047,11233,11233,11233,11233.0,35,11233,35
888,36047037000,11235,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11235,11235,11235,11235.0,59,11235,58
889,36047037100,11233,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11233,11233,11233,11233.0,35,11233,35
890,36047037300,11233,BROOKLYN,NY,0.956810631,0.701492537,0.956772334,0.949099099,36047,11233,11233,11233,11233.0,35,11233,35
895,36047037401,11223,BROOKLYN,NY,0.574261789,0.611111111,0.752066116,0.583471761,36047,11223,11223,11223,11223.0,56,11223,55
896,36047037402,11223,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11223,11223,11223,11223.0,56,11223,55
897,36047037500,11221,BROOKLYN,NY,0.91951952,0.952755906,0.968660969,0.929538031,36047,11221,11221,11221,11221.0,61,11221,60
899,36047037700,11233,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11233,11233,11233,11233.0,35,11233,35
900,36047037900,11233,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11233,11233,11233,11233.0,35,11233,35
901,36047038100,11233,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11233,11233,11233,11233.0,35,11233,35
902,36047038200,11223,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11223,11223,11223,11223.0,56,11223,55
904,36047038300,11233,BROOKLYN,NY,0.809489576,0.8,0.802867384,0.808115942,36047,11233,11233,11233,11233.0,35,11233,35
905,36047038500,11221,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11221,11221,11221,11221.0,61,11221,60
906,36047038600,11223,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11223,11223,11223,11223.0,56,11223,55
907,36047038700,11221,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11221,11221,11221,11221.0,61,11221,60
908,36047038800,11223,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11223,11223,11223,11223.0,56,11223,55
909,36047038900,11206,BROOKLYN,NY,0.999216301,0.96,1.0,0.995810892,36047,11206,11206,11206,11206.0,60,11206,59
911,36047039000,11223,BROOKLYN,NY,0.880645161,0.904761905,0.948717949,0.885294118,36047,11223,11223,11223,11223.0,56,11223,55
913,36047039100,11206,BROOKLYN,NY,0.874748153,0.797297297,0.80349345,0.86802804,36047,11206,11206,11206,11206.0,60,11206,59
915,36047039200,11223,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11223,11223,11223,11223.0,56,11223,55
916,36047039300,11221,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11221,11221,11221,11221.0,61,11221,60
917,36047039400,11223,BROOKLYN,NY,0.912350598,0.990740741,0.98245614,0.925925926,36047,11223,11223,11223,11223.0,56,11223,55
919,36047039500,11221,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11221,11221,11221,11221.0,61,11221,60
920,36047039600,11223,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11223,11223,11223,11223.0,56,11223,55
921,36047039700,11221,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11221,11221,11221,11221.0,61,11221,60
922,36047039800,11223,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11223,11223,11223,11223.0,56,11223,55
923,36047039900,11221,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11221,11221,11221,11221.0,61,11221,60
924,36047040000,11223,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11223,11223,11223,11223.0,56,11223,55
926,36047040100,11207,BROOKLYN,NY,0.932885906,0.948275862,0.94,0.935,36047,11207,11207,11207,11207.0,37,11207,37
927,36047040200,11223,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11223,11223,11223,11223.0,56,11223,55
928,36047040300,11207,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11207,11207,11207,11207.0,37,11207,37
929,36047040400,11223,BROOKLYN,NY,0.95923913,0.879518072,0.976470588,0.955510617,36047,11223,11223,11223,11223.0,56,11223,55
931,36047040500,11207,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11207,11207,11207,11207.0,37,11207,37
932,36047040600,11223,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11223,11223,11223,11223.0,56,11223,55
933,36047040700,11207,BROOKLYN,NY,0.0,1.0,0.0,1.0,36047,11207,11207,11207,11207.0,37,11207,37
934,36047040800,11223,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11223,11223,11223,11223.0,56,11223,55
936,36047040900,11237,BROOKLYN,NY,0.508571429,0.261538462,0.52,0.501219512,36047,11237,11237,11237,11237.0,62,11237,61
937,36047041000,11223,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11223,11223,11223,11223.0,56,11223,55
938,36047041100,11207,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11207,11207,11207,11207.0,37,11207,37
939,36047041200,11223,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11223,11223,11223,11223.0,56,11223,55
941,36047041300,11207,BROOKLYN,NY,0.69352014,0.885714286,0.692810458,0.697909643,36047,11207,11207,11207,11207.0,37,11207,37
942,36047041401,11223,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11223,11223,11223,11223.0,56,11223,55
943,36047041402,11223,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11223,11223,11223,11223.0,56,11223,55
944,36047041500,11221,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11221,11221,11221,11221.0,61,11221,60
945,36047041600,11223,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11223,11223,11223,11223.0,56,11223,55
946,36047041700,11221,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11221,11221,11221,11221.0,61,11221,60
947,36047041800,11223,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11223,11223,11223,11223.0,56,11223,55
948,36047041900,11221,BROOKLYN,NY,0.990833333,0.866666667,0.987730061,0.987789203,36047,11221,11221,11221,11221.0,61,11221,60
951,36047042000,11223,BROOKLYN,NY,0.698030635,0.820143885,0.620689655,0.7216,36047,11223,11223,11223,11223.0,56,11223,55
953,36047042100,11221,BROOKLYN,NY,0.953061224,0.897959184,0.923875433,0.946902655,36047,11221,11221,11221,11221.0,61,11221,60
954,36047042200,11223,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11223,11223,11223,11223.0,56,11223,55
957,36047042300,11221,BROOKLYN,NY,0.81678487,0.770833333,0.850515464,0.820772059,36047,11221,11221,11221,11221.0,61,11221,60
958,36047042400,11223,BROOKLYN,NY,0.9392,0.824561404,0.911764706,0.932085932,36047,11223,11223,11223,11223.0,56,11223,55
961,36047042500,11206,BROOKLYN,NY,0.821459982,0.858823529,0.865131579,0.832241153,36047,11206,11206,11206,11206.0,60,11206,59
962,36047042600,11223,BROOKLYN,NY,0.949592291,0.980769231,0.965517241,0.952836201,36047,11223,11223,11223,11223.0,56,11223,55
964,36047042700,11237,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11237,11237,11237,11237.0,62,11237,61
967,36047042800,11223,BROOKLYN,NY,0.626427406,0.842857143,0.795180723,0.647570703,36047,11223,11223,11223,11223.0,56,11223,55
968,36047042900,11237,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11237,11237,11237,11237.0,62,11237,61
969,36047043000,11204,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11204,11204,11204,11204.0,41,11204,41
971,36047043100,11237,BROOKLYN,NY,0.993569132,1.0,0.99829932,0.99509434,36047,11237,11237,11237,11237.0,62,11237,61
972,36047043200,11204,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11204,11204,11204,11204.0,41,11204,41
973,36047043300,11237,BROOKLYN,NY,0.766542751,0.88172043,0.817948718,0.783369803,36047,11237,11237,11237,11237.0,62,11237,61
976,36047043400,11204,BROOKLYN,NY,1.0,1.0,0.993243243,0.999337309,36047,11204,11204,11204,11204.0,41,11204,41
978,36047043500,11221,BROOKLYN,NY,0.715097403,0.847826087,0.744807122,0.725077399,36047,11221,11221,11221,11221.0,61,11221,60
979,36047043600,11204,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11204,11204,11204,11204.0,41,11204,41
982,36047043700,11237,BROOKLYN,NY,0.564118001,0.285714286,0.509389671,0.545963602,36047,11237,11237,11237,11237.0,62,11237,61
984,36047043800,11230,BROOKLYN,NY,0.841726619,0.594202899,0.806818182,0.823893805,36047,11230,11230,11230,11230.0,44,11230,44
986,36047043900,11237,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11237,11237,11237,11237.0,62,11237,61
988,36047044000,11230,BROOKLYN,NY,0.885416667,0.935897436,0.9375,0.892644135,36047,11230,11230,11230,11230.0,44,11230,44
989,36047044100,11237,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11237,11237,11237,11237.0,62,11237,61
990,36047044200,11230,BROOKLYN,NY,0.979874214,0.911111111,1.0,0.978700745,36047,11230,11230,11230,11230.0,44,11230,44
992,36047044300,11237,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11237,11237,11237,11237.0,62,11237,61
993,36047044400,11230,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11230,11230,11230,11230.0,44,11230,44
994,36047044500,11237,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11237,11237,11237,11237.0,62,11237,61
996,36047044600,11204,BROOKLYN,NY,0.777183601,0.370967742,0.697142857,0.728070175,36047,11204,11204,11204,11204.0,41,11204,41
997,36047044700,11237,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11237,11237,11237,11237.0,62,11237,61
998,36047044800,11230,BROOKLYN,NY,1.0,0.880952381,1.0,0.994594595,36047,11230,11230,11230,11230.0,44,11230,44
1000,36047044900,11211,BROOKLYN,NY,0.604032997,0.466666667,0.296052632,0.529801325,36047,11211,11211,11211,11211.0,25,11211,25
1003,36047045000,11230,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11230,11230,11230,11230.0,44,11230,44
1004,36047045200,11230,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11230,11230,11230,11230.0,44,11230,44
1006,36047045300,11237,BROOKLYN,NY,0.918491484,0.889168766,0.892857143,0.906993511,36047,11237,11237,11237,11237.0,62,11237,61
1007,36047045400,11230,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11230,11230,11230,11230.0,44,11230,44
1008,36047045600,11230,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11230,11230,11230,11230.0,44,11230,44
1009,36047045800,11230,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11230,11230,11230,11230.0,44,11230,44
1010,36047046000,11230,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11230,11230,11230,11230.0,44,11230,44
1011,36047046201,11230,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11230,11230,11230,11230.0,44,11230,44
1012,36047046202,11230,BROOKLYN,NY,0.928870293,0.893939394,0.882352941,0.923351159,36047,11230,11230,11230,11230.0,44,11230,44
1014,36047046400,11204,BROOKLYN,NY,1.0,0.526315789,0.972972973,0.9756691,36047,11204,11204,11204,11204.0,41,11204,41
1016,36047046800,11204,BROOKLYN,NY,1.0,1.0,1.0,1.0,36047,11204,11204,11204,11204.0,41,11204,41
