MODZCTA,mod_idx,week,Grocery&Pharmacies_visits_weekly,Retails_visits_weekly,Arts&Entertainment_visits_weekly,Restaurants&Bars_visits_weekly,Educations_visits_weekly,Healthcares_visits_weekly,others_visits_weekly,score_mean,score_median,score_std,gain_bias_mean,gain_bias_median,gain_bias_std,loss_bias_mean,loss_bias_median,loss_bias_std,loss_aversion_scores_mean,loss_aversion_scores_median,loss_aversion_scores_std,rescale_avail_mean,rescale_avail_median,rescale_avail_std,rescale_realistic_mean,rescale_realistic_median,rescale_realistic_std,agency_mean,agency_median,agency_std,regulated_tdscores_mean,regulated_tdscores_median,regulated_tdscores_std,regulated_agency_mean,regulated_agency_median,regulated_agency_std,regulated_loss_mean,regulated_loss_median,regulated_loss_std,modzcta_count,weighted_estimated_average_age,median_age,Black,Hispanic,Household_income,Bachelor,Household_num,Population,No_health_insurance,No_vehicles,No_health_insurance_rate,No_vehicles_rate,regulated_tdscores_mode,regulated_loss_mode,regulated_agency_mode,NEIGHBORHOOD_NAME,BOROUGH_GROUP,label,lat,lon,COVID_CONFIRMED_CASE_COUNT_final,COVID_PROBABLE_CASE_COUNT_final,COVID_CASE_COUNT_final,COVID_CONFIRMED_CASE_RATE_final,COVID_CASE_RATE_final,POP_DENOMINATOR,COVID_DEATH_COUNT_final,COVID_DEATH_RATE_final,borough,CASE_COUNT,DEATH_COUNT,borough_case_count,id,borough_death_count,CASE_COUNT_log,DEATH_COUNT_log,borough_case_count_log,borough_death_count_log,Date,StringencyIndex_WeightedAverage,longitude,latitude,Grocery&Pharmacies_visits_weekly_lag1,Retails_visits_weekly_lag1,Arts&Entertainment_visits_weekly_lag1,Restaurants&Bars_visits_weekly_lag1,Educations_visits_weekly_lag1,Healthcares_visits_weekly_lag1,others_visits_weekly_lag1
10001,84,0,164.36526846313356,560.761233041235,812.0400923164161,1083.9058933565384,95.79523339971632,172.19580957214887,367.03975418783114,9.363636363636363,9.5,3.016548872398241,1.9545454545454544,2.0,1.0900971004051374,1.6363636363636365,2.0,1.0486024506776148,3.590909090909091,3.5,1.5934117606447613,4.845598845598846,5.166666666666666,6.958339290975035,5.474747474747475,4.0,6.328727193840617,10.32034632034632,8.944444444444445,12.484265384029516,58.52272727272727,59.375,18.853430452489008,66.12554112554113,63.97569444444444,19.506664662546115,59.84848484848485,58.333333333333336,26.55686267741269,22.0,39.1988986130683,39.5,2117,4973,101409.0,9303,14273,26966,800,12298,0.0296669880590373,0.8616268478946262,60.60606060606061,56.56565656565657,63.2936507936508,Chelsea/NoMad/West Chelsea,Manhattan,"10001, 10118",40.750693,-73.997137,9463,2379,11842,34269.98,42885.46,27613.09,68,246.26,MN,20475.0,224.0,3486.0,100,36.0,9.92695990872127,5.4116460518550396,8.156510226079966,3.58351893845611,2020-03-22,67.99142857142857,985043.1051800177,212772.63190341386,,,,,,,
10001,84,1,124.85909033035448,286.65296671203527,448.45212057138247,822.7681604133741,87.71843098773478,145.52035562321842,259.1456503487353,9.363636363636363,9.5,3.016548872398241,1.9545454545454544,2.0,1.0900971004051374,1.6363636363636365,2.0,1.0486024506776148,3.590909090909091,3.5,1.5934117606447613,4.845598845598846,5.166666666666666,6.958339290975035,5.474747474747475,4.0,6.328727193840617,10.32034632034632,8.944444444444445,12.484265384029516,58.52272727272727,59.375,18.853430452489008,66.12554112554113,63.97569444444444,19.506664662546115,59.84848484848485,58.333333333333336,26.55686267741269,22.0,39.1988986130683,39.5,2117,4973,101409.0,9303,14273,26966,800,12298,0.0296669880590373,0.8616268478946262,60.60606060606061,56.56565656565657,63.2936507936508,Chelsea/NoMad/West Chelsea,Manhattan,"10001, 10118",40.750693,-73.997137,9463,2379,11842,34269.98,42885.46,27613.09,68,246.26,MN,30141.0,1516.0,3811.0,101,213.0,10.313641650130425,7.323830566202317,8.24564690087386,5.3612921657094255,2020-03-29,82.41,985043.1051800177,212772.63190341386,164.36526846313356,560.761233041235,812.0400923164161,1083.9058933565384,95.79523339971632,172.19580957214887,367.03975418783114
10001,84,2,156.51970627974734,463.7912621564044,1491.622288517357,1356.5991684619817,68.74034565365281,109.21129327012046,395.95311378551366,9.363636363636363,9.5,3.016548872398241,1.9545454545454544,2.0,1.0900971004051374,1.6363636363636365,2.0,1.0486024506776148,3.590909090909091,3.5,1.5934117606447613,4.845598845598846,5.166666666666666,6.958339290975035,5.474747474747475,4.0,6.328727193840617,10.32034632034632,8.944444444444445,12.484265384029516,58.52272727272727,59.375,18.853430452489008,66.12554112554113,63.97569444444444,19.506664662546115,59.84848484848485,58.333333333333336,26.55686267741269,22.0,39.1988986130683,39.5,2117,4973,101409.0,9303,14273,26966,800,12298,0.0296669880590373,0.8616268478946262,60.60606060606061,56.56565656565657,63.2936507936508,Chelsea/NoMad/West Chelsea,Manhattan,"10001, 10118",40.750693,-73.997137,9463,2379,11842,34269.98,42885.46,27613.09,68,246.26,MN,36099.0,4271.0,4055.0,102,527.0,10.494020443106272,8.359603270841466,8.307705966549513,6.267200548541362,2020-04-05,82.41,985043.1051800177,212772.63190341386,124.85909033035448,286.65296671203527,448.45212057138247,822.7681604133741,87.71843098773478,145.52035562321842,259.1456503487353
10001,84,3,150.56154162652194,398.4898589971388,659.3372332275102,824.4773179330871,67.12396513626808,89.38443461444193,254.6289564719334,9.363636363636363,9.5,3.016548872398241,1.9545454545454544,2.0,1.0900971004051374,1.6363636363636365,2.0,1.0486024506776148,3.590909090909091,3.5,1.5934117606447613,4.845598845598846,5.166666666666666,6.958339290975035,5.474747474747475,4.0,6.328727193840617,10.32034632034632,8.944444444444445,12.484265384029516,58.52272727272727,59.375,18.853430452489008,66.12554112554113,63.97569444444444,19.506664662546115,59.84848484848485,58.333333333333336,26.55686267741269,22.0,39.1988986130683,39.5,2117,4973,101409.0,9303,14273,26966,800,12298,0.0296669880590373,0.8616268478946262,60.60606060606061,56.56565656565657,63.2936507936508,Chelsea/NoMad/West Chelsea,Manhattan,"10001, 10118",40.750693,-73.997137,9463,2379,11842,34269.98,42885.46,27613.09,68,246.26,MN,34170.0,5422.0,3481.0,103,672.0,10.439103345109338,8.598220030058611,8.15507488781144,6.51025834052315,2020-04-12,82.41,985043.1051800177,212772.63190341386,156.51970627974734,463.7912621564044,1491.622288517357,1356.5991684619817,68.74034565365281,109.21129327012046,395.95311378551366
10001,84,4,95.13076579106092,308.65200092280315,574.3396943591733,776.2486812147977,63.82406635431113,101.18653611719948,277.8384763073796,9.363636363636363,9.5,3.016548872398241,1.9545454545454544,2.0,1.0900971004051374,1.6363636363636365,2.0,1.0486024506776148,3.590909090909091,3.5,1.5934117606447613,4.845598845598846,5.166666666666666,6.958339290975035,5.474747474747475,4.0,6.328727193840617,10.32034632034632,8.944444444444445,12.484265384029516,58.52272727272727,59.375,18.853430452489008,66.12554112554113,63.97569444444444,19.506664662546115,59.84848484848485,58.333333333333336,26.55686267741269,22.0,39.1988986130683,39.5,2117,4973,101409.0,9303,14273,26966,800,12298,0.0296669880590373,0.8616268478946262,60.60606060606061,56.56565656565657,63.2936507936508,Chelsea/NoMad/West Chelsea,Manhattan,"10001, 10118",40.750693,-73.997137,9463,2379,11842,34269.98,42885.46,27613.09,68,246.26,MN,22962.0,4056.0,2310.0,104,504.0,10.041595954653758,8.30795254527102,7.745002803515839,6.222576268071369,2020-04-19,82.41,985043.1051800177,212772.63190341386,150.56154162652194,398.4898589971388,659.3372332275102,824.4773179330871,67.12396513626808,89.38443461444193,254.6289564719334
10001,84,5,139.48339100658956,269.04018729918147,525.5788813520234,786.6998871815632,60.130706778621075,150.54455353644718,287.8807166964329,9.363636363636363,9.5,3.016548872398241,1.9545454545454544,2.0,1.0900971004051374,1.6363636363636365,2.0,1.0486024506776148,3.590909090909091,3.5,1.5934117606447613,4.845598845598846,5.166666666666666,6.958339290975035,5.474747474747475,4.0,6.328727193840617,10.32034632034632,8.944444444444445,12.484265384029516,58.52272727272727,59.375,18.853430452489008,66.12554112554113,63.97569444444444,19.506664662546115,59.84848484848485,58.333333333333336,26.55686267741269,22.0,39.1988986130683,39.5,2117,4973,101409.0,9303,14273,26966,800,12298,0.0296669880590373,0.8616268478946262,60.60606060606061,56.56565656565657,63.2936507936508,Chelsea/NoMad/West Chelsea,Manhattan,"10001, 10118",40.750693,-73.997137,9463,2379,11842,34269.98,42885.46,27613.09,68,246.26,MN,18273.0,2710.0,2185.0,105,383.0,9.813179839504594,7.904703913873747,7.68937110752969,5.948034989180646,2020-04-26,82.41,985043.1051800177,212772.63190341386,95.13076579106092,308.65200092280315,574.3396943591733,776.2486812147977,63.82406635431113,101.18653611719948,277.8384763073796
10001,84,6,157.49235835664302,454.00183413251074,750.175908019427,1221.1859399727762,78.78454104648313,132.7461862672798,422.9317569395564,9.363636363636363,9.5,3.016548872398241,1.9545454545454544,2.0,1.0900971004051374,1.6363636363636365,2.0,1.0486024506776148,3.590909090909091,3.5,1.5934117606447613,4.845598845598846,5.166666666666666,6.958339290975035,5.474747474747475,4.0,6.328727193840617,10.32034632034632,8.944444444444445,12.484265384029516,58.52272727272727,59.375,18.853430452489008,66.12554112554113,63.97569444444444,19.506664662546115,59.84848484848485,58.333333333333336,26.55686267741269,22.0,39.1988986130683,39.5,2117,4973,101409.0,9303,14273,26966,800,12298,0.0296669880590373,0.8616268478946262,60.60606060606061,56.56565656565657,63.2936507936508,Chelsea/NoMad/West Chelsea,Manhattan,"10001, 10118",40.750693,-73.997137,9463,2379,11842,34269.98,42885.46,27613.09,68,246.26,MN,13107.0,1806.0,1608.0,106,245.0,9.480901717619545,7.498869733976931,7.382746449738912,5.501258210544727,2020-05-03,82.41,985043.1051800177,212772.63190341386,139.48339100658956,269.04018729918147,525.5788813520234,786.6998871815632,60.130706778621075,150.54455353644718,287.8807166964329
10001,84,7,99.5732799108472,486.2427397103837,736.4618167126941,844.4585077019757,70.58771837172104,134.79780439494718,305.1003779913047,9.363636363636363,9.5,3.016548872398241,1.9545454545454544,2.0,1.0900971004051374,1.6363636363636365,2.0,1.0486024506776148,3.590909090909091,3.5,1.5934117606447613,4.845598845598846,5.166666666666666,6.958339290975035,5.474747474747475,4.0,6.328727193840617,10.32034632034632,8.944444444444445,12.484265384029516,58.52272727272727,59.375,18.853430452489008,66.12554112554113,63.97569444444444,19.506664662546115,59.84848484848485,58.333333333333336,26.55686267741269,22.0,39.1988986130683,39.5,2117,4973,101409.0,9303,14273,26966,800,12298,0.0296669880590373,0.8616268478946262,60.60606060606061,56.56565656565657,63.2936507936508,Chelsea/NoMad/West Chelsea,Manhattan,"10001, 10118",40.750693,-73.997137,9463,2379,11842,34269.98,42885.46,27613.09,68,246.26,MN,7889.0,1084.0,1009.0,107,152.0,8.97322466309509,6.988413181999592,6.9167150203536085,5.0238805208462765,2020-05-10,82.41,985043.1051800177,212772.63190341386,157.49235835664302,454.00183413251074,750.175908019427,1221.1859399727762,78.78454104648313,132.7461862672798,422.9317569395564
10001,84,8,123.66061050647455,360.62199614415783,710.2135397063765,983.1608944071456,61.37014284423616,125.3049444271657,303.9111773328532,9.363636363636363,9.5,3.016548872398241,1.9545454545454544,2.0,1.0900971004051374,1.6363636363636365,2.0,1.0486024506776148,3.590909090909091,3.5,1.5934117606447613,4.845598845598846,5.166666666666666,6.958339290975035,5.474747474747475,4.0,6.328727193840617,10.32034632034632,8.944444444444445,12.484265384029516,58.52272727272727,59.375,18.853430452489008,66.12554112554113,63.97569444444444,19.506664662546115,59.84848484848485,58.333333333333336,26.55686267741269,22.0,39.1988986130683,39.5,2117,4973,101409.0,9303,14273,26966,800,12298,0.0296669880590373,0.8616268478946262,60.60606060606061,56.56565656565657,63.2936507936508,Chelsea/NoMad/West Chelsea,Manhattan,"10001, 10118",40.750693,-73.997137,9463,2379,11842,34269.98,42885.46,27613.09,68,246.26,MN,6678.0,693.0,896.0,108,106.0,8.8065738205036,6.541029999189903,6.79794041297493,4.663439094112067,2020-05-17,80.82000000000001,985043.1051800177,212772.63190341386,99.5732799108472,486.2427397103837,736.4618167126941,844.4585077019757,70.58771837172104,134.79780439494718,305.1003779913047
10001,84,9,109.19113616389347,437.61623035495904,552.9244753388139,982.4758620792184,123.95039631419374,153.9347125762691,316.6573263074664,9.363636363636363,9.5,3.016548872398241,1.9545454545454544,2.0,1.0900971004051374,1.6363636363636365,2.0,1.0486024506776148,3.590909090909091,3.5,1.5934117606447613,4.845598845598846,5.166666666666666,6.958339290975035,5.474747474747475,4.0,6.328727193840617,10.32034632034632,8.944444444444445,12.484265384029516,58.52272727272727,59.375,18.853430452489008,66.12554112554113,63.97569444444444,19.506664662546115,59.84848484848485,58.333333333333336,26.55686267741269,22.0,39.1988986130683,39.5,2117,4973,101409.0,9303,14273,26966,800,12298,0.0296669880590373,0.8616268478946262,60.60606060606061,56.56565656565657,63.2936507936508,Chelsea/NoMad/West Chelsea,Manhattan,"10001, 10118",40.750693,-73.997137,9463,2379,11842,34269.98,42885.46,27613.09,68,246.26,MN,6001.0,463.0,871.0,109,59.0,8.699681400989514,6.137727054086234,6.769641976852503,4.07753744390572,2020-05-24,78.7,985043.1051800177,212772.63190341386,123.66061050647455,360.62199614415783,710.2135397063765,983.1608944071456,61.37014284423616,125.3049444271657,303.9111773328532
