MODZCTA,weighted_no_health_insurance,weighted_No_vehicle,weighted_Household_num,weighted_household_income_mean,weighted_Bachelor,weighted_Population,weighted_estimated_average_age_mean,weighted_Black,weighted_Hispanic,median_median_age
11106.0,2781.627704156392,11595.352877522186,17741.991018363915,75432.46364851815,9536.359950288634,46868.73315953338,37.60486707608462,2570.164544680332,10674.403943583675,35.4
11201.0,1170.8260235908126,14851.3632606291,22834.361853629103,153446.14312407697,13774.345005827457,54002.854902387146,36.85007267245203,5492.739881576885,5630.884077988264,35.525000000000006
11203.0,4829.840290776722,13775.246132772545,28034.83157800125,63708.32407460342,9896.076846720644,81816.61211539635,41.53411702534174,64714.96119018659,5111.106027617603,40.7
11204.0,6434.1544461425365,10966.958329910913,25333.317885370732,60806.06679293853,10210.254284125682,91095.4245203967,34.120807314579,838.125674818448,11218.724463574908,34.9
11205.0,1749.0461907870085,11230.500367335448,16802.146909386902,79794.60682496332,8909.428528483342,54107.15927099205,33.48834670885246,12890.424966636869,7912.757714584409,34.7
11206.0,4706.275823880132,18911.8801715042,26981.33410326032,60111.6706240354,11714.761191035917,96804.11033033847,33.07513210987508,19064.31330765869,28009.97458429402,31.2
11207.0,6167.626187615165,20457.95737691921,33675.74633805111,48761.803881248365,8518.227034668516,121742.4804743822,35.95696638269234,59354.85079578742,32718.142166434624,34.575
11208.0,4824.484389166137,16753.508923013298,27940.922987246067,56786.528816558275,5531.959305276378,110045.12648499272,35.06987985740517,44029.30030910663,37669.1736603932,33.85
11209.0,4191.725612488849,13639.864396726996,29958.95878615629,90373.04077071705,15689.712164815674,81613.6638181032,39.47932475561886,2798.598844033349,14002.418585073288,42.0
11210.0,3410.297884927835,7299.12261793902,18889.323353338958,86530.33077302566,8516.187988935726,60252.1832964442,38.714872010636434,28930.426802115915,4600.637746957118,38.95
11211.0,3929.594579981109,17096.10723434509,25242.940509126805,94594.37822168553,15924.880128415525,76003.97692953428,33.409849448201,2671.717475734076,16832.7347296491,32.6
11212.0,5520.713887791183,23275.812419542424,31555.64761956159,33815.70824800749,5914.219729232237,87469.14325189262,38.8596376754096,60334.11982728576,13179.470047336696,39.25
11213.0,3077.8019938157204,12094.572235716525,18044.161771182782,57871.06526411816,6776.58082056928,51418.73019203486,36.723885854543816,29994.757269090023,5141.435596044845,35.2
11214.0,8252.53895355273,12438.392639839662,29830.227422246502,62186.877293234145,13423.478137764698,101515.05329845037,38.51325410972705,1811.9264893349323,15155.405024175207,41.6
11215.0,1768.3020988732299,12720.809791930978,25459.66682379483,152926.26051839563,16616.552995176196,69601.42683282032,36.53354815120173,2578.839041057392,10003.178130373217,36.75
11216.0,3662.834263166181,16458.596519888906,24827.49494727823,83238.477479501,14592.330820096162,64417.14671856669,36.773105462636835,30134.003738693384,6907.3743501381805,33.15
11217.0,1261.868493988642,12240.988839543848,17457.545378146493,133450.40023220115,11599.373352804678,43670.41592197212,36.873334824528825,7846.142715695989,5741.680528455376,33.900000000000006
11218.0,3618.137693622335,11145.299739657805,22749.04491290748,78294.80006753436,10429.878386857039,75221.98699378603,35.038051493904966,5139.951116332514,11090.867044398516,36.7
11219.0,5815.63499947377,12815.833173172814,23981.461797335938,50057.66273587658,7337.366946269281,100289.2084440543,31.263560838119588,1296.5680859399808,11405.478054538622,33.1
11220.0,9347.024875473016,13808.135600986894,22568.612836755303,61415.58004344708,7989.78691427569,96899.2189009105,36.90715513518659,2201.567262441393,33972.69349193974,35.5
11221.0,7767.530447517661,21488.416847251203,33486.92497858888,65434.53734626399,15444.334863240594,113664.93792508848,35.563821940248474,37986.20872206423,29130.731493150888,32.75
11222.0,2431.6903816169443,8676.484083216026,14402.653585473585,114037.09315477473,10960.84192278125,32492.907445309167,36.88440640180463,635.1720119981621,3866.0626218151756,34.625
11223.0,4317.99045934933,11380.984150887156,27481.9820512903,63578.45695971962,11291.238379318496,92368.99012121516,36.515839019389325,4917.845822718005,11356.591032396002,38.4
11224.0,2673.610579765728,10870.10169262609,20263.73602686853,36993.046395356425,7157.756472238007,58220.07896435322,44.51943971896861,9850.233708882986,9816.338839428548,50.9
11225.0,3920.6794140857223,16077.940937594803,24180.956781046047,68383.18640165537,11973.602087243837,62977.30566196868,39.55391958565551,33593.883493399815,5952.483639148443,35.05
11226.0,9554.159956643563,23250.600409323364,34337.69562267926,68858.06835088805,13556.854992445047,103794.40647982476,37.14594852446398,58263.36762399821,14422.94338652126,36.2
11228.0,2656.072624652251,4237.892701199244,14926.872725963927,79918.94113536237,7716.199089515981,47536.33877495647,40.070024596546574,587.2778746739739,5696.034746021191,42.675
11229.0,4206.239324963878,10731.082327531825,27797.098791327197,75029.65667057317,13190.942665816117,81493.88979067646,39.43468106127955,4699.065039442052,7410.900552252031,41.15
11230.0,6569.0890558743495,14415.667376523608,31335.501808343874,66880.40759244678,14617.070619857166,98081.92893419927,36.0691640995766,8212.806412516613,9711.099120646526,35.85
11231.0,1673.1510956836744,8649.32826835811,15152.077804115146,136790.78195725955,8746.73149714357,40014.54243636495,35.816769296696314,5043.3615673252425,5762.879185707086,36.9
11232.0,2191.2424418460014,4060.7318297932447,6722.813838604737,77139.46752335675,3054.7400691319644,24394.493508656873,36.82024511009699,1439.4473530964283,9451.325009361593,34.349999999999994
11233.0,5605.387817301086,20086.617120020885,31816.716174589437,58586.75006209815,10815.811015905187,96173.29332690363,35.86924525520113,59836.02603033295,13931.685717044877,34.7
11234.0,4502.483080057792,7880.970332420295,31349.41219632652,91660.7432934394,13394.37651467194,97005.62443659705,40.31294207697346,42497.98056635109,8010.270668157191,43.35
11235.0,6285.343649636506,15360.108553972183,32937.52061314042,70843.92455660431,16270.16877882017,86642.28229030786,42.66028858239351,1983.979190540872,7237.956395865414,45.4
11236.0,6496.0266938008135,10165.54170270525,31000.778517469713,79949.08278569453,13189.472681760137,100783.4703206346,39.03073580961358,79409.56163951923,7226.805152200616,39.6
11237.0,5859.067387408601,11688.451381236504,17132.806088751673,68849.11263053751,10009.8691143134,72921.26389236197,35.18791013165651,5671.6365352635785,28435.529516516253,30.6
11238.0,2465.7495583584555,17779.3216340689,26778.71442065425,119090.73634582346,18456.43641817514,66447.67664776064,37.272808110025245,17614.215994287704,7261.174932652282,34.9
11239.0,320.0,4475.0,6555.0,29636.0,1001.0,14489.0,42.8251021001404,8324.0,1892.0,49.900000000000006
11354.0,5368.825700476968,6785.6991435884165,14852.527949883794,58609.95527502351,5568.798044147117,43440.783447773,42.79891375740833,1120.3343123974148,6025.8470906482125,44.5
11355.0,10146.633104819892,13021.70654680384,24812.86959160708,50000.220896557024,7661.688353595542,75423.5883227916,42.588606059842874,1493.054921591252,10018.727562766386,44.55
11356.0,2238.932815623341,1223.95918990765,7699.614027210471,73709.15038500677,2762.5225583818215,35818.8424806205,36.758688443794135,590.191590357227,11059.787705685463,39.7
11357.0,1718.4901796376373,1759.1626300675514,15435.91984727585,90306.10066262902,7071.243812170338,47950.23761576991,42.17567861176264,283.9019287954911,6642.095576968699,44.587500000000006
11358.0,2976.1498710415167,2142.3534035051466,12637.497420338046,74727.73804886876,5433.022895720936,39886.00272688216,41.493227590531276,380.9715993944942,6260.969844005029,44.5
11360.0,1028.7020952694872,1278.6727680699473,8799.900846381555,104356.49415344738,3898.8686468838646,21535.677470646184,44.9807486096781,300.5006760239882,2365.2893800049083,48.675
11361.0,1908.0603606978152,1193.2245794370026,10678.92037403855,94948.60638989558,5257.658290986399,32063.376616747875,41.03902971608862,1406.0361625633782,4358.902954617257,44.85
11362.0,818.7703862135468,567.1739417525898,7059.664733305018,106467.41235840843,4201.364031536114,19326.361953080865,44.17356028761784,510.57113653462443,1648.23703171428,49.6
11363.0,471.46523790987516,494.17949443254304,3111.9327421508006,98658.95403967929,1839.8154916055394,8604.757962767655,44.01858203318178,67.85663345135025,983.3758715115257,45.4
11364.0,2745.0735159701826,1766.1757319407263,13872.548797522693,93831.61458836279,7872.645830388528,43281.51409096585,41.29367281780018,1293.9311776468332,6230.65861242259,45.0
11365.0,1565.933293717086,1414.6418156078992,7909.433179796416,76577.10546157653,3447.5562223839493,24546.15775691214,41.7734083638367,1129.0372933082467,3238.839376059063,46.9
11366.0,1157.5193692526504,659.9512897141706,4754.299741510055,96432.74932584466,2805.737394014722,15545.082938293966,40.776288473257445,1010.2105674072599,1506.0316466549289,42.9
11367.0,2215.767672169692,4347.355878165634,14392.46811632591,72565.08869092066,7084.82196159415,46141.375211105915,38.25225321170964,3646.279255912815,6777.78720069689,40.65
11368.0,14957.732338125552,10740.468568999517,19375.73348250184,58785.75345307303,5708.990417383714,108036.94338334979,34.53809163901194,7859.238639362053,52125.90268240724,35.599999999999994
11369.0,3345.367605960481,3005.989544327917,9084.00666583283,68242.90440646566,3296.551222813504,42521.746000156876,39.187312895949745,5520.295372217379,17005.349630177938,41.2
11370.0,1444.4820056015533,1854.984455484122,6321.480721650659,69638.95402805078,2559.6541188896654,23392.09712867246,39.78653923373072,895.3906645953276,7266.727519079707,38.6
11372.0,4822.92916813078,11654.402761428146,20215.271618101542,67663.07381776336,7826.846250353699,66309.81864446406,41.09298416104813,1358.409048963009,25811.21313977986,41.2
11373.0,13266.342952812183,14687.33817319623,25714.730625405315,62755.77999061974,13300.580880581738,109466.16711519632,37.70959398521083,2168.7409083040966,33876.561850746475,38.275
11374.0,2891.2801591805883,9957.403844225204,20144.083071463898,79316.51171725924,11440.93297066774,52838.456061517834,41.19249486292472,2144.7627582420905,8743.756618712272,44.15
11375.0,2808.8919664432347,14242.929206050767,33120.18850841374,107786.44953057327,20280.6803549927,82746.64293708425,41.26310770016735,2595.2811239632088,11382.539542115202,45.35
