MODZCTA,score_mean,score_median,score_std,gain_bias_mean,gain_bias_median,gain_bias_std,loss_bias_mean,loss_bias_median,loss_bias_std,loss_aversion_scores_mean,loss_aversion_scores_median,loss_aversion_scores_std,rescale_avail_mean,rescale_avail_median,rescale_avail_std,rescale_realistic_mean,rescale_realistic_median,rescale_realistic_std,agency_mean,agency_median,agency_std,regulated_tdscores_mean,regulated_tdscores_median,regulated_tdscores_std,regulated_agency_mean,regulated_agency_median,regulated_agency_std,regulated_loss_mean,regulated_loss_median,regulated_loss_std,modzcta_count
10457,14.333333333333334,16.0,2.8867513459481287,1.6666666666666667,2.0,1.5275252316519468,2.0,3.0,1.7320508075688772,3.6666666666666665,3.0,2.0816659994661326,4.190476190476191,2.0,8.918375130369117,3.095238095238095,3.0,8.857526873395598,7.285714285714286,5.0,17.682575304173177,89.58333333333333,100.0,18.042195912175806,61.38392857142858,57.8125,27.629023912770588,61.111111111111114,50.0,34.69443332443554,3.0
10458,10.0,10.0,1.4142135623730951,3.0,3.0,0.0,1.0,1.0,1.4142135623730951,4.0,4.0,1.4142135623730951,3.9285714285714284,3.9285714285714284,4.141625432664064,5.785714285714286,5.785714285714286,1.7172593257387585,9.714285714285714,9.714285714285714,2.4243661069253046,62.5,62.5,8.838834764831844,65.17857142857143,65.17857142857143,3.788072042070793,66.66666666666666,66.66666666666666,23.570226039551578,2.0
10459,11.0,11.0,,0.0,0.0,,3.0,3.0,,3.0,3.0,,1.1428571428571428,1.1428571428571428,,1.1428571428571428,1.1428571428571428,,2.2857142857142856,2.2857142857142856,,68.75,68.75,,53.57142857142857,53.57142857142857,,50.0,50.0,,1.0
10461,6.0,6.0,,1.0,1.0,,2.0,2.0,,3.0,3.0,,11.555555555555555,11.555555555555555,,13.333333333333334,13.333333333333334,,24.88888888888889,24.88888888888889,,37.5,37.5,,88.88888888888889,88.88888888888889,,50.0,50.0,,1.0
10462,9.5,9.5,2.1213203435596424,2.5,2.5,0.7071067811865476,0.5,0.5,0.7071067811865476,3.0,3.0,0.0,13.785714285714285,13.785714285714285,1.7172593257387578,9.857142857142858,9.857142857142858,5.858884758402822,23.642857142857142,23.642857142857142,7.576144084141581,59.375,59.375,13.258252147247767,86.94196428571428,86.94196428571428,11.837725131471215,50.0,50.0,0.0,2.0
10463,10.0,10.0,1.4142135623730951,3.0,3.0,0.0,2.5,2.5,0.7071067811865476,5.5,5.5,0.7071067811865476,6.571428571428571,6.571428571428571,7.677159338596802,5.571428571428571,5.571428571428571,6.262945776223707,12.142857142857142,12.142857142857142,13.94010511482051,62.5,62.5,8.838834764831844,68.97321428571428,68.97321428571428,21.78141424190705,91.66666666666666,91.66666666666666,11.78511301977579,2.0
10464,11.0,11.0,,3.0,3.0,,1.0,1.0,,4.0,4.0,,12.0,12.0,,14.0,14.0,,26.0,26.0,,68.75,68.75,,90.625,90.625,,66.66666666666667,66.66666666666667,,1.0
10466,9.0,9.0,2.8284271247461903,2.0,2.0,1.4142135623730951,3.0,3.0,0.0,5.0,5.0,1.4142135623730951,11.0,11.0,1.4142135623730951,9.0,9.0,1.4142135623730951,20.0,20.0,0.0,56.25,56.25,17.67766952966369,81.25,81.25,0.0,83.33333333333334,83.33333333333334,23.570226039551578,2.0
10467,10.6,10.0,1.5165750888103104,2.0,2.0,1.224744871391589,1.4,2.0,0.8944271909999159,3.4,3.0,1.140175425099138,9.403174603174602,8.0,4.787886790050084,4.190476190476191,2.6666666666666665,4.333202509799157,13.593650793650795,9.0,8.588948878177561,66.25,62.5,9.478594305064439,71.24007936507937,64.0625,13.420232622152442,56.66666666666667,50.0,19.002923751652297,5.0
10468,10.0,10.0,2.8284271247461903,2.0,2.0,1.4142135623730951,1.0,1.0,1.4142135623730951,3.0,3.0,0.0,6.142857142857142,6.142857142857142,5.454823740581938,8.142857142857142,8.142857142857142,8.28325086532813,14.285714285714285,14.285714285714285,13.738074605910066,62.5,62.5,17.67766952966369,72.32142857142857,72.32142857142857,21.465741571734483,50.0,50.0,0.0,2.0
10469,10.0,10.0,1.4142135623730951,0.0,0.0,0.0,1.0,1.0,1.4142135623730951,1.0,1.0,1.4142135623730951,5.333333333333333,5.333333333333333,3.7712361663282534,1.9047619047619047,1.9047619047619047,1.077496047522358,7.238095238095237,7.238095238095237,2.6937401188058954,62.5,62.5,8.838834764831844,61.30952380952381,61.30952380952381,4.208968935634202,16.666666666666668,16.666666666666668,23.570226039551585,2.0
10470,8.0,8.0,,1.0,1.0,,3.0,3.0,,4.0,4.0,,2.6666666666666665,2.6666666666666665,,8.88888888888889,8.88888888888889,,11.555555555555555,11.555555555555555,,50.0,50.0,,68.05555555555556,68.05555555555556,,66.66666666666667,66.66666666666667,,1.0
10472,8.5,8.5,3.5355339059327378,1.0,1.0,1.4142135623730951,1.0,1.0,0.0,2.0,2.0,1.4142135623730951,13.777777777777779,13.777777777777779,0.6285393610547073,11.11111111111111,11.11111111111111,0.6285393610547092,24.888888888888886,24.888888888888886,0.0,53.125,53.125,22.09708691207961,88.88888888888889,88.88888888888889,0.0,33.333333333333336,33.333333333333336,23.570226039551585,2.0
10473,11.151515151515152,11.0,3.5528641717414176,2.3484848484848486,2.0,0.7744461890711968,1.7424242424242424,2.0,1.057000197374351,4.090909090909091,4.0,1.249335487705028,5.703703703703704,6.0,5.294046338114282,3.948773448773449,4.222222222222222,6.0587882946503235,9.652477152477152,9.571428571428571,10.885465677479546,69.6969696969697,68.75,22.205401073383854,65.08199555074556,64.95535714285714,17.00854012106179,68.18181818181819,66.66666666666667,20.822258128417136,66.0
10474,10.0,10.0,,2.0,2.0,,2.0,2.0,,4.0,4.0,,7.0,7.0,,-1.0,-1.0,,6.0,6.0,,62.5,62.5,,59.375,59.375,,66.66666666666667,66.66666666666667,,1.0
10475,7.666666666666667,8.0,3.5118845842842465,1.6666666666666667,1.0,1.1547005383792517,1.3333333333333333,1.0,0.5773502691896257,3.0,2.0,1.7320508075688772,1.9894179894179895,1.1428571428571428,3.382007933195882,3.6402116402116405,2.2857142857142856,2.7974961510024645,5.62962962962963,3.4285714285714284,6.1444223700737535,47.916666666666664,50.0,21.949278651776538,58.7962962962963,55.35714285714286,9.600659953240237,50.0,33.333333333333336,28.867513459481284,3.0
11101,8.848484848484848,9.0,3.734310613429975,2.0,2.0,0.8660254037844385,1.9696969696969697,2.0,0.9837698055454996,3.9696969696969697,4.0,1.4248870236980302,5.194324194324194,4.0,6.049235856324085,2.07984607984608,1.0,6.335901840287872,7.274170274170274,6.222222222222222,10.489063063591123,55.303030303030305,56.25,23.339441333937344,61.36589105339105,59.72222222222222,16.389161036861125,66.16161616161617,66.66666666666667,23.748117061633835,33.0
11102,11.0,11.0,,1.0,1.0,,3.0,3.0,,4.0,4.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,68.75,68.75,,50.0,50.0,,66.66666666666667,66.66666666666667,,1.0
11103,4.0,4.0,5.656854249492381,2.0,2.0,0.0,2.0,2.0,1.4142135623730951,4.0,4.0,1.4142135623730951,6.5,6.5,2.1213203435596424,2.5,2.5,2.1213203435596424,9.0,9.0,4.242640687119285,25.0,25.0,35.35533905932738,64.0625,64.0625,6.629126073623883,66.66666666666666,66.66666666666666,23.570226039551585,2.0
11104,11.0,11.0,,1.0,1.0,,0.0,0.0,,1.0,1.0,,4.0,4.0,,2.0,2.0,,6.0,6.0,,68.75,68.75,,59.375,59.375,,16.666666666666668,16.666666666666668,,1.0
11106,16.0,16.0,,3.0,3.0,,2.0,2.0,,5.0,5.0,,5.714285714285714,5.714285714285714,,3.4285714285714284,3.4285714285714284,,9.142857142857142,9.142857142857142,,100.0,100.0,,64.28571428571428,64.28571428571428,,83.33333333333333,83.33333333333333,,1.0
11109,13.0,13.0,,1.0,1.0,,0.0,0.0,,1.0,1.0,,16.0,16.0,,8.0,8.0,,24.0,24.0,,81.25,81.25,,87.5,87.5,,16.666666666666668,16.666666666666668,,1.0
11201,5.0,5.0,,0.0,0.0,,3.0,3.0,,3.0,3.0,,15.11111111111111,15.11111111111111,,8.88888888888889,8.88888888888889,,24.0,24.0,,31.25,31.25,,87.5,87.5,,50.0,50.0,,1.0
11203,10.833333333333334,11.0,2.2286019533929036,1.8333333333333333,2.0,1.169045194450012,2.0,2.0,0.6324555320336759,3.8333333333333335,4.0,1.4719601443879744,3.1957671957671963,5.444444444444445,10.747378249872002,3.6375661375661377,2.5,10.276139069785591,6.833333333333333,7.071428571428572,19.952886685260104,67.70833333333333,68.75,13.928762208705649,60.677083333333336,61.049107142857146,31.176385445718914,63.88888888888889,66.66666666666667,24.532669073132904,6.0
