"Variable","Mean","StdDev","Min","P25.25.","Median","P75.75.","Max"
"Glocery_and_Pharmacy",1.77800219782144,0.918038291900493,0.267691806303717,1.05794353993588,1.66613925622425,2.48985401236455,5.5543042799647
"General_Retail",3.96472473894291,2.2202314565363,0.80247436036609,2.35513762805058,3.19443680760155,5.25402442452639,13.9369300472664
"Art_and_Entertainment",3.82469732119489,1.7659916207463,0.807448871881962,2.66800568385302,3.40207222571133,4.46498980604095,14.4551309991007
"Restaurant_and_Bar",6.90942821722469,3.05378465681988,1.82389127467187,4.85938293724488,6.18579012948555,8.3656437135685,21.9486379809183
"Education",0.804561942458688,0.811859954185093,0.0982607820278052,0.431808855576562,0.600645447640263,0.841160223705735,7.71914304681526
"Healthcare",1.82539762609797,1.17819801290202,0.331470869296306,0.937170285224216,1.62608699415034,2.27667385434354,9.40406274116816
"week",25,14.7286291058409,0,12,25,38,50
"log_borough_case_count",6.93523709578939,1.84045422759717,-2.30258509299405,6.15853251155739,7.00155905959373,8.15651022607997,9.33943694531059
"stringency_index",71.2697478991597,12.3925262992295,14.6828571428571,72.22,72.69,75,82.41
