"","MODZCTA","statistic","p.value","method","alternative"
"1",10001,2.90084816154391,0.999548437190559,"Durbin-Watson test","true autocorrelation is greater than 0"
"2",10002,2.25417953084198,0.813078321770194,"Durbin-Watson test","true autocorrelation is greater than 0"
"3",10005,2.67551435478975,0.99235962528363,"Durbin-Watson test","true autocorrelation is greater than 0"
"4",10025,2.86784989833186,0.999272511357985,"Durbin-Watson test","true autocorrelation is greater than 0"
"5",10029,2.3821395303636,0.910523723688425,"Durbin-Watson test","true autocorrelation is greater than 0"
"6",10302,2.67868579741946,0.992610920010699,"Durbin-Watson test","true autocorrelation is greater than 0"
"7",10304,2.69206414505195,0.993594801987233,"Durbin-Watson test","true autocorrelation is greater than 0"
"8",10453,2.62838891775067,0.987677125366341,"Durbin-Watson test","true autocorrelation is greater than 0"
"9",10473,2.68545591318028,0.993123838481496,"Durbin-Watson test","true autocorrelation is greater than 0"
"10",11101,2.90981661685094,0.999604980993279,"Durbin-Watson test","true autocorrelation is greater than 0"
"11",11206,2.60647858005358,0.984789742968209,"Durbin-Watson test","true autocorrelation is greater than 0"
"12",11220,2.86246384575749,0.999215377760046,"Durbin-Watson test","true autocorrelation is greater than 0"
"13",11226,2.4437238756696,0.941296327340158,"Durbin-Watson test","true autocorrelation is greater than 0"
"14",11234,2.5963041966165,0.983268847448658,"Durbin-Watson test","true autocorrelation is greater than 0"
"15",11375,2.87093670118178,0.999303553672985,"Durbin-Watson test","true autocorrelation is greater than 0"
"16",11420,2.94663489165249,0.9997763171426,"Durbin-Watson test","true autocorrelation is greater than 0"
"17",11433,2.45539565715927,0.946086700869492,"Durbin-Watson test","true autocorrelation is greater than 0"
