,zip,week,localtrans,localtrans_1,localtrans_2,crosstrans,crosstrans_1,crosstrans_2,logpop,logpopdensity,logcase,logtest,logcumucaserate,black,hispanic,householdincome,bachelor,householdsize,totalvisitor,vaccoverage,age65plus,zip_char,Age,Risk_preference,score,gain_bias,loss_bias,rescale_avail,rescale_realistic,visits_weekly_diff,score_p,gain_bias_p,loss_bias_p,rescale_avail_p,rescale_realistic_p,case,test,cumucaserate
0,10001,1,0,0,0,0,0,0,10.04094248799,9.4993492782928,-7.82805403225383,-3.17245990556023,0.0157535,0.0658038087767464,0.163027846777357,92840.0,0.329454830696823,1.77,0.627175665664357,0.0,0.152089597768772,10001,32.095238095238095,1.3333333333333333,9.047619047619047,1.9047619047619049,1.5714285714285714,4.6953892668178385,5.300075585789871,-36842.01827701396,10.047619047619047,2.904761904761905,2.571428571428571,21.695389266817838,22.30007558578987,0.0003984000000000005,0.04190040000000015,1.0158782405537383
1,10002,1,0,0,1,1,1,1,11.1951552502012,10.3720022595857,-7.9335818979246,-3.40669144643444,0.0179892,0.0911689132555615,0.268683787460324,36982.0,0.181485909009715,2.18,0.152331093614741,0.0,0.232642180908804,10002,36.36190476190476,0.9904761904761904,10.438095238095238,1.8952380952380952,1.2476190476190476,10.086016628873772,8.60498866213152,-17050.411239994122,11.438095238095238,2.895238095238095,2.2476190476190476,27.08601662887377,25.604988662131518,0.0003584999999999997,0.03315070000000016,1.0181519802890278
2,10003,1,0,0,0,0,0,1,10.6853550656556,10.2845648679327,-8.12380066454234,-2.40117634964879,0.0115418,0.0687927523964219,0.104298689117156,118161.0,0.374596783418362,1.68,0.226919997254696,0.0,0.165061426185628,10003,32.07142857142857,1.4285714285714286,11.0,1.7857142857142858,1.6428571428571428,3.412698412698413,3.7392290249433104,-52812.5993091381,12.0,2.7857142857142856,2.642857142857143,20.41269841269841,20.73922902494331,0.00029640000000000054,0.09061130000000023,1.0116086635679866
3,10004,1,0,0,0,0,0,0,8.11102783819368,7.73964084907243,-6.89839918405811,-2.86713151655968,0.0148043,0.042629840888622,0.032422695887121,190223.0,0.380966676673672,1.87,1.03005103572501,0.0,0.0603422395676974,10004,26.3,1.1,10.3,1.6,1.5,4.242857142857143,4.228571428571429,9964.04240336748,11.3,2.6,2.5,21.242857142857144,21.228571428571428,0.0010094000000000025,0.05686179999999987,1.0149144264263545
4,10005,1,0,0,0,0,0,0,9.06992821825944,10.6934904103641,-7.1317742133323,-2.99313564770672,0.0124468,0.0108170310701956,0.0635212888377445,189702.0,0.378481012658228,1.99,0.187123130034522,0.0,0.0107019562715765,10005,28.823529411764707,1.1176470588235294,10.882352941176473,1.7058823529411764,1.9411764705882353,4.512605042016808,4.340802987861812,-43041.569948897595,11.882352941176473,2.7058823529411766,2.9411764705882355,21.51260504201681,21.340802987861814,0.0007993000000000003,0.05013000000000026,1.012524583799907
5,10007,1,0,0,0,0,0,0,8.79785064893105,9.55758003753475,-7.46619675668979,-3.06861699418502,0.0115855,0.0921450151057402,0.130815709969789,224063.0,0.394259818731118,2.34,0.604969788519637,0.0,0.0709969788519638,10007,32.833333333333336,1.5,10.083333333333334,1.0,1.75,4.9298941798941796,5.496031746031746,-44527.24771661765,11.083333333333334,2.0,2.75,21.92989417989418,22.496031746031747,0.0005721000000000006,0.046485399999999885,1.011652871832528
6,10009,1,0,0,0,1,0,0,10.961746486855,10.4936290102774,-8.18072095479502,-3.02037543736697,0.0152229,0.0872334148923248,0.240633730716504,63717.0,0.298679438457667,1.94,0.0858712062054245,0.0,0.155100907560692,10009,31.083333333333332,1.0833333333333333,10.166666666666666,1.9166666666666667,1.3333333333333333,2.611111111111111,0.7791005291005292,-25922.86371351563,11.166666666666666,2.916666666666667,2.333333333333333,19.61111111111111,17.77910052910053,0.000280000000000001,0.04878290000000018,1.0153393585373425
7,10025,1,0,0,0,0,1,0,11.3719262574982,10.705781893496,-8.42964029440838,-2.6934227064406,0.0175944,0.122845398335041,0.250284977374524,91624.0,0.230250204377713,2.1,0.0955439901438128,0.0,0.223238033828829,10025,43.33009708737864,0.6601941747572816,10.223300970873789,2.0194174757281553,1.5631067961165048,7.5302820157189085,6.412236091847743,-31205.62982549871,11.223300970873789,3.0194174757281553,2.5631067961165046,24.53028201571891,23.412236091847742,0.0002182999999999992,0.06764899999999974,1.0177500932249361
8,10029,1,0,0,1,1,2,2,11.2024795852532,10.4431023462619,-8.08931448847117,-3.38238936647571,0.0267434,0.342345045831515,0.487560017459625,33720.0,0.127264295067656,2.33,0.162025316455696,0.0,0.144314709733741,10029,37.15384615384615,0.782051282051282,11.384615384615383,1.8333333333333333,1.7564102564102564,7.110907610907611,6.0195360195360195,-24268.309389785227,12.384615384615383,2.833333333333333,2.7564102564102564,24.11090761090761,23.01953601953602,0.00030680000000000117,0.03396620000000008,1.0271042140051843
9,10032,1,0,0,0,0,0,0,11.0349380499534,10.5026394300285,-8.48666398638141,-3.48642525912391,0.028818,0.194845410705934,0.682289566633873,53525.0,0.152331338806187,2.92,0.0899940325468122,0.0,0.140944792993887,10032,38.77777777777778,0.1111111111111111,9.444444444444445,2.0,0.6666666666666666,6.936507936507937,4.664902998236332,-9948.217335608197,10.444444444444445,3.0,1.6666666666666665,23.936507936507937,21.664902998236332,0.00020620000000000087,0.030610100000000074,1.0292372562472323
10,10302,1,0,0,0,0,0,0,9.7924442537428,8.66316342283537,-8.03291690288378,-3.57860542953616,0.0367326,0.221477260029054,0.392222594703319,66096.0,0.123309867024249,2.94,0.358012068387529,0.0,0.102525421834842,10302,37.166666666666664,0.7777777777777778,10.72222222222222,2.2222222222222223,1.5555555555555556,6.8694885361552025,4.210758377425044,-24975.969959464175,11.72222222222222,3.2222222222222223,2.5555555555555554,23.869488536155202,21.210758377425044,0.00032460000000000095,0.02791460000000005,1.0374155788200359
