CASE_COUNT,DEATH_COUNT,week,borough_case_count,id,borough_death_count,borough,CASE_COUNT_log,DEATH_COUNT_log,borough_case_count_log,borough_death_count_log,MODZCTA,MODIFIED_ZCTA,mod_idx,POP_DENOMINATOR,Glocery&Pharmacies_visits_weekly,Retails_visits_weekly,Arts&Entertainment_visits_weekly,Restaurants&Bars_visits_weekly,Educations_visits_weekly,Healthcares_visits_weekly,others_visits_weekly,zipcode,Age_mean,Age_median,Age_std,Risk_preference_mean,Risk_preference_median,Risk_preference_std,score_mean,score_median,score_std,loss_aversion_scores_mean,loss_aversion_scores_median,loss_aversion_scores_std,agency_mean,agency_median,agency_std,regulated_scores_mean,regulated_scores_median,regulated_scores_std,regulated_agency_mean,regulated_agency_median,regulated_agency_std,regulated_loss_mean,regulated_loss_median,regulated_loss_std,zip_char,AREA,POPULATION,HOUSEHOLD_SIZE,HOUSEHOLD_INCOME,BLACK,HISPANIC,AGE65_PLUS,BACHELOR_S,NO_HEALTH_INSURANCE,RESTAURANT_COUNT,GROCERY_COUNT,EDUCATION_COUNT,ENTERTAINMENT_COUNT,HEALTHCARE_COUNT,RETAIL_COUNT,EstimatedAverageAge,no_vehicles,vehicle_owned,public_transportation,household_num,Date,StringencyIndex_WeightedAverage
22689.0,313.0,43,3758.0,43,44.0,BX,10.029635504524139,5.746203190540153,8.231642179973411,3.784189633918261,10473,10473,14,59110.54,1595.9313205767876,2529.878273256527,1914.0483497271289,3511.3532055974983,456.87396351835577,1073.1196810329598,2380.765486164423,10473 Pelham - Throgs Neck (Bronx),34.71111111111111,30.0,12.682525956861458,0.7333333333333333,0.0,1.2862913567871994,10.933333333333334,11.0,3.413875430437592,3.888888888888889,4.0,1.1912984173547447,9.156261022927689,9.0,11.044895438283936,68.33333333333333,68.75,21.33672144023495,64.30665784832452,64.0625,17.25764912231865,64.81481481481481,66.66666666666667,19.85497362257907,10473,59522354.54,59289.0,2.7,47856.0,22578.0,37130.0,9611.0,5167.0,0.063984246,63,31.0,32.0,20.0,62.0,61.0,39.23651909050405,7419.0,11112.0,9426.0,18531.0,2020-12-27,72.69
27975.0,331.0,44,5085.0,44,59.0,BX,10.239066533180125,5.802118375377063,8.53405030848266,4.07753744390572,10453,10453,15,78677.58,1306.0806410558537,1630.8963576116391,1937.362528956444,3303.1497376975385,315.62677553963954,857.4265352619228,933.3740297954567,10453 Crotona -Tremont (Bronx),33.22641509433962,30.0,11.83645202401002,0.4339622641509434,0.0,0.9905211130872972,10.9811320754717,11.0,3.307861068365059,3.811320754716981,4.0,1.4013263466278176,11.26115603474094,12.571428571428571,12.13204709516745,68.63207547169812,68.75,20.674131677281615,67.59555630428272,69.64285714285714,18.956323586199147,63.52201257861635,66.66666666666667,23.355439110463625,10453,25748509.27,77101.0,2.81,31778.0,25681.0,54353.0,6993.0,5303.0,0.100021038,169,86.0,44.0,28.0,89.0,106.0,35.001401621346744,19511.0,6684.0,18228.0,26195.0,2021-01-03,72.69
27975.0,331.0,44,5085.0,44,59.0,BX,10.239066533180125,5.802118375377063,8.53405030848266,4.07753744390572,10473,10473,14,59110.54,1499.9041851295676,2410.6246599787564,1811.8293538716011,3585.3164472976937,383.6597569444336,1239.9263546533266,2273.5394618098308,10473 Pelham - Throgs Neck (Bronx),34.71111111111111,30.0,12.682525956861458,0.7333333333333333,0.0,1.2862913567871994,10.933333333333334,11.0,3.413875430437592,3.888888888888889,4.0,1.1912984173547447,9.156261022927689,9.0,11.044895438283936,68.33333333333333,68.75,21.33672144023495,64.30665784832452,64.0625,17.25764912231865,64.81481481481481,66.66666666666667,19.85497362257907,10473,59522354.54,59289.0,2.7,47856.0,22578.0,37130.0,9611.0,5167.0,0.063984246,63,31.0,32.0,20.0,62.0,61.0,39.23651909050405,7419.0,11112.0,9426.0,18531.0,2021-01-03,72.69
36098.0,453.0,45,6638.0,45,77.0,BX,10.493992741124194,6.115892125483034,8.80056599227992,4.343805421853684,10453,10453,15,78677.58,1448.9925971136013,1921.9624897873489,1898.32355558775,3615.523923694855,333.38979344176425,1002.8634162376122,1038.210614256008,10453 Crotona -Tremont (Bronx),33.22641509433962,30.0,11.83645202401002,0.4339622641509434,0.0,0.9905211130872972,10.9811320754717,11.0,3.307861068365059,3.811320754716981,4.0,1.4013263466278176,11.26115603474094,12.571428571428571,12.13204709516745,68.63207547169812,68.75,20.674131677281615,67.59555630428272,69.64285714285714,18.956323586199147,63.52201257861635,66.66666666666667,23.355439110463625,10453,25748509.27,77101.0,2.81,31778.0,25681.0,54353.0,6993.0,5303.0,0.100021038,169,86.0,44.0,28.0,89.0,106.0,35.001401621346744,19511.0,6684.0,18228.0,26195.0,2021-01-10,69.51
36098.0,453.0,45,6638.0,45,77.0,BX,10.493992741124194,6.115892125483034,8.80056599227992,4.343805421853684,10473,10473,14,59110.54,1737.373380252427,2643.88308843149,1942.8062666555927,3992.1893659416014,523.5521293213524,1319.3510928211608,2503.5049645522886,10473 Pelham - Throgs Neck (Bronx),34.71111111111111,30.0,12.682525956861458,0.7333333333333333,0.0,1.2862913567871994,10.933333333333334,11.0,3.413875430437592,3.888888888888889,4.0,1.1912984173547447,9.156261022927689,9.0,11.044895438283936,68.33333333333333,68.75,21.33672144023495,64.30665784832452,64.0625,17.25764912231865,64.81481481481481,66.66666666666667,19.85497362257907,10473,59522354.54,59289.0,2.7,47856.0,22578.0,37130.0,9611.0,5167.0,0.063984246,63,31.0,32.0,20.0,62.0,61.0,39.23651909050405,7419.0,11112.0,9426.0,18531.0,2021-01-10,69.51
32856.0,480.0,46,6225.0,46,62.0,BX,10.399889655636395,6.173786103901937,8.736328721332908,4.127134385045092,10453,10453,15,78677.58,1397.01714736245,1816.5755360640264,2006.9388409965404,3250.696911998458,284.3534106192495,873.9363805522303,1094.160084034069,10453 Crotona -Tremont (Bronx),33.22641509433962,30.0,11.83645202401002,0.4339622641509434,0.0,0.9905211130872972,10.9811320754717,11.0,3.307861068365059,3.811320754716981,4.0,1.4013263466278176,11.26115603474094,12.571428571428571,12.13204709516745,68.63207547169812,68.75,20.674131677281615,67.59555630428272,69.64285714285714,18.956323586199147,63.52201257861635,66.66666666666667,23.355439110463625,10453,25748509.27,77101.0,2.81,31778.0,25681.0,54353.0,6993.0,5303.0,0.100021038,169,86.0,44.0,28.0,89.0,106.0,35.001401621346744,19511.0,6684.0,18228.0,26195.0,2021-01-17,68.98
32856.0,480.0,46,6225.0,46,62.0,BX,10.399889655636395,6.173786103901937,8.736328721332908,4.127134385045092,10473,10473,14,59110.54,1534.101367353614,2443.0159706545287,1972.3265504604028,3509.3685881443917,578.7115302337861,1234.8592742507717,2277.614185845945,10473 Pelham - Throgs Neck (Bronx),34.71111111111111,30.0,12.682525956861458,0.7333333333333333,0.0,1.2862913567871994,10.933333333333334,11.0,3.413875430437592,3.888888888888889,4.0,1.1912984173547447,9.156261022927689,9.0,11.044895438283936,68.33333333333333,68.75,21.33672144023495,64.30665784832452,64.0625,17.25764912231865,64.81481481481481,66.66666666666667,19.85497362257907,10473,59522354.54,59289.0,2.7,47856.0,22578.0,37130.0,9611.0,5167.0,0.063984246,63,31.0,32.0,20.0,62.0,61.0,39.23651909050405,7419.0,11112.0,9426.0,18531.0,2021-01-17,68.98
30740.0,562.0,47,6105.0,47,82.0,BX,10.333320017092587,6.331501849893691,8.716863386544805,4.406719247264253,10453,10453,15,78677.58,1117.618612830531,1752.4363034952244,1951.1640502246096,3283.249712262579,317.69684196691423,763.082713711848,908.3230840472096,10453 Crotona -Tremont (Bronx),33.22641509433962,30.0,11.83645202401002,0.4339622641509434,0.0,0.9905211130872972,10.9811320754717,11.0,3.307861068365059,3.811320754716981,4.0,1.4013263466278176,11.26115603474094,12.571428571428571,12.13204709516745,68.63207547169812,68.75,20.674131677281615,67.59555630428272,69.64285714285714,18.956323586199147,63.52201257861635,66.66666666666667,23.355439110463625,10453,25748509.27,77101.0,2.81,31778.0,25681.0,54353.0,6993.0,5303.0,0.100021038,169,86.0,44.0,28.0,89.0,106.0,35.001401621346744,19511.0,6684.0,18228.0,26195.0,2021-01-24,68.98
30740.0,562.0,47,6105.0,47,82.0,BX,10.333320017092587,6.331501849893691,8.716863386544805,4.406719247264253,10473,10473,14,59110.54,1533.1991110548731,2065.1824451929892,1651.6530050716392,3232.8703696162224,464.0781800414063,1223.934300810201,1976.372782038548,10473 Pelham - Throgs Neck (Bronx),34.71111111111111,30.0,12.682525956861458,0.7333333333333333,0.0,1.2862913567871994,10.933333333333334,11.0,3.413875430437592,3.888888888888889,4.0,1.1912984173547447,9.156261022927689,9.0,11.044895438283936,68.33333333333333,68.75,21.33672144023495,64.30665784832452,64.0625,17.25764912231865,64.81481481481481,66.66666666666667,19.85497362257907,10473,59522354.54,59289.0,2.7,47856.0,22578.0,37130.0,9611.0,5167.0,0.063984246,63,31.0,32.0,20.0,62.0,61.0,39.23651909050405,7419.0,11112.0,9426.0,18531.0,2021-01-24,68.98
29889.0,592.0,48,5956.0,48,96.0,BX,10.305245798712965,6.3835066348840055,8.6921543938039,4.564348191467836,10453,10453,15,78677.58,1124.29948968357,1613.4954450130465,1617.6015742266022,3296.4232847395656,335.44371211130925,925.3908778645858,1182.252474893223,10453 Crotona -Tremont (Bronx),33.22641509433962,30.0,11.83645202401002,0.4339622641509434,0.0,0.9905211130872972,10.9811320754717,11.0,3.307861068365059,3.811320754716981,4.0,1.4013263466278176,11.26115603474094,12.571428571428571,12.13204709516745,68.63207547169812,68.75,20.674131677281615,67.59555630428272,69.64285714285714,18.956323586199147,63.52201257861635,66.66666666666667,23.355439110463625,10453,25748509.27,77101.0,2.81,31778.0,25681.0,54353.0,6993.0,5303.0,0.100021038,169,86.0,44.0,28.0,89.0,106.0,35.001401621346744,19511.0,6684.0,18228.0,26195.0,2021-01-31,68.98
29889.0,592.0,48,5956.0,48,96.0,BX,10.305245798712965,6.3835066348840055,8.6921543938039,4.564348191467836,10473,10473,14,59110.54,1369.5067488315262,2222.8022003846504,1701.190705369229,3396.108949527209,536.4495545638212,1114.1682102508282,2192.5165253136324,10473 Pelham - Throgs Neck (Bronx),34.71111111111111,30.0,12.682525956861458,0.7333333333333333,0.0,1.2862913567871994,10.933333333333334,11.0,3.413875430437592,3.888888888888889,4.0,1.1912984173547447,9.156261022927689,9.0,11.044895438283936,68.33333333333333,68.75,21.33672144023495,64.30665784832452,64.0625,17.25764912231865,64.81481481481481,66.66666666666667,19.85497362257907,10473,59522354.54,59289.0,2.7,47856.0,22578.0,37130.0,9611.0,5167.0,0.063984246,63,31.0,32.0,20.0,62.0,61.0,39.23651909050405,7419.0,11112.0,9426.0,18531.0,2021-01-31,68.98
22497.0,571.0,49,4763.0,49,108.0,BX,10.021137245969499,6.3473892096560105,8.46863300080086,4.68213122712422,10453,10453,15,78677.58,1159.558682145466,1387.3784386783232,1518.8753647275414,2909.510432296516,293.2703194792491,839.8633656008888,959.7875177413916,10453 Crotona -Tremont (Bronx),33.22641509433962,30.0,11.83645202401002,0.4339622641509434,0.0,0.9905211130872972,10.9811320754717,11.0,3.307861068365059,3.811320754716981,4.0,1.4013263466278176,11.26115603474094,12.571428571428571,12.13204709516745,68.63207547169812,68.75,20.674131677281615,67.59555630428272,69.64285714285714,18.956323586199147,63.52201257861635,66.66666666666667,23.355439110463625,10453,25748509.27,77101.0,2.81,31778.0,25681.0,54353.0,6993.0,5303.0,0.100021038,169,86.0,44.0,28.0,89.0,106.0,35.001401621346744,19511.0,6684.0,18228.0,26195.0,2021-02-07,68.98
22497.0,571.0,49,4763.0,49,108.0,BX,10.021137245969499,6.3473892096560105,8.46863300080086,4.68213122712422,10473,10473,14,59110.54,1144.107309712704,1622.0325577304002,1534.5828793895523,2855.15173303187,447.5589925439456,841.1067965650875,1580.1970338653296,10473 Pelham - Throgs Neck (Bronx),34.71111111111111,30.0,12.682525956861458,0.7333333333333333,0.0,1.2862913567871994,10.933333333333334,11.0,3.413875430437592,3.888888888888889,4.0,1.1912984173547447,9.156261022927689,9.0,11.044895438283936,68.33333333333333,68.75,21.33672144023495,64.30665784832452,64.0625,17.25764912231865,64.81481481481481,66.66666666666667,19.85497362257907,10473,59522354.54,59289.0,2.7,47856.0,22578.0,37130.0,9611.0,5167.0,0.063984246,63,31.0,32.0,20.0,62.0,61.0,39.23651909050405,7419.0,11112.0,9426.0,18531.0,2021-02-07,68.98
22761.0,590.0,50,4953.0,50,111.0,BX,10.032803824006184,6.380122536899765,8.507748732588238,4.709530201312334,10453,10453,15,78677.58,1287.1593012745518,1865.3787799087509,1858.759887318721,3552.4502000128773,319.8648366218921,855.2028592436914,1271.5041612848274,10453 Crotona -Tremont (Bronx),33.22641509433962,30.0,11.83645202401002,0.4339622641509434,0.0,0.9905211130872972,10.9811320754717,11.0,3.307861068365059,3.811320754716981,4.0,1.4013263466278176,11.26115603474094,12.571428571428571,12.13204709516745,68.63207547169812,68.75,20.674131677281615,67.59555630428272,69.64285714285714,18.956323586199147,63.52201257861635,66.66666666666667,23.355439110463625,10453,25748509.27,77101.0,2.81,31778.0,25681.0,54353.0,6993.0,5303.0,0.100021038,169,86.0,44.0,28.0,89.0,106.0,35.001401621346744,19511.0,6684.0,18228.0,26195.0,2021-02-14,68.98
22761.0,590.0,50,4953.0,50,111.0,BX,10.032803824006184,6.380122536899765,8.507748732588238,4.709530201312334,10473,10473,14,59110.54,1424.608643127202,2483.5643422729954,1827.4991217101915,3711.614946953464,504.46827923215807,1105.546202663042,1974.9357232321947,10473 Pelham - Throgs Neck (Bronx),34.71111111111111,30.0,12.682525956861458,0.7333333333333333,0.0,1.2862913567871994,10.933333333333334,11.0,3.413875430437592,3.888888888888889,4.0,1.1912984173547447,9.156261022927689,9.0,11.044895438283936,68.33333333333333,68.75,21.33672144023495,64.30665784832452,64.0625,17.25764912231865,64.81481481481481,66.66666666666667,19.85497362257907,10473,59522354.54,59289.0,2.7,47856.0,22578.0,37130.0,9611.0,5167.0,0.063984246,63,31.0,32.0,20.0,62.0,61.0,39.23651909050405,7419.0,11112.0,9426.0,18531.0,2021-02-14,68.98
1.0,0.1,0,1.0,102,0.1,MN,0.0,-2.3025850929940455,0.0,-2.3025850929940455,10001,10001,84,27613.09,413.09037979074503,2797.2191862050577,2815.936651526085,5809.367582542532,424.20547645915207,509.69959729627413,1700.4000579476424,10001 Chelsea - Clinton (Manhattan),32.095238095238095,32.0,9.076919972682154,1.3333333333333333,0.0,1.591644851508443,9.047619047619047,9.0,2.69214023550391,3.4761904761904763,3.0,1.5368489717290903,9.995464852607707,8.88888888888889,12.696911759367852,56.54761904761905,56.25,16.825876471899438,65.61791383219955,63.888888888888886,19.838924624012268,57.93650793650794,50.0,25.614149528818167,10001,17794940.77,23884.0,1.79,96787.0,1619.0,3925.0,3164.0,8571.0,0.041752557,913,58.0,240.0,330.0,753.0,1989.0,40.19387404324065,6553.0,948.0,3815.0,7501.0,2020-03-01,14.682857142857143
1.0,0.1,0,1.0,102,0.1,MN,0.0,-2.3025850929940455,0.0,-2.3025850929940455,10002,10002,96,75322.71,1155.55290613621,4328.836813138045,4995.630119665425,10403.41736146086,1599.7949964511104,1607.648612138542,2094.0352079059394,10002 Union Square - Lower East Side (Manhattan),36.36190476190476,36.0,7.909492604464163,0.9904761904761904,0.0,1.326470432962533,10.438095238095238,11.0,2.3407913254504407,3.142857142857143,3.0,1.10443660740679,18.691005291005293,21.714285714285715,9.908989518260372,65.23809523809524,68.75,14.629945784065251,79.20469576719576,83.92857142857143,15.482796122281831,52.38095238095238,50.0,18.40727679011316,10002,26280128.54,72671.0,2.15,35607.0,6645.0,19155.0,17651.0,14061.0,0.05887199,1038,125.0,94.0,147.0,255.0,751.0,44.680500659208455,28192.0,5301.0,16259.0,33493.0,2020-03-01,14.682857142857143
1.0,0.1,0,1.0,102,0.1,MN,0.0,-2.3025850929940455,0.0,-2.3025850929940455,10003,10003,97,53977.81,567.2348953771392,3320.5611275495717,4898.0539222411235,10030.690212282614,1025.674996407594,561.7380382762132,1275.310614516696,10003 Union Square - Lower East Side (Manhattan),32.07142857142857,32.0,8.306293125968136,1.4285714285714286,1.0,1.5045717874984443,11.0,11.0,3.902661813527945,3.4285714285714284,3.0,1.3424596091494905,7.1519274376417235,10.333333333333332,12.417017560891791,68.75,68.75,24.39163633454966,61.17488662131519,66.14583333333333,19.401589938893427,57.142857142857146,50.0,22.37432681915817,10003,15538376.27,44877.0,1.78,129981.0,2759.0,4732.0,6924.0,17347.0,0.042497384,1255,89.0,116.0,281.0,1087.0,781.0,38.68890760770544,15835.0,4920.0,12312.0,20755.0,2020-03-01,14.682857142857143
1.0,0.1,0,1.0,102,0.1,MN,0.0,-2.3025850929940455,0.0,-2.3025850929940455,10004,10004,100,2972.12,31.677161482779592,182.24594702349032,286.76795530058604,556.6380829392596,50.57426152996917,58.46001727321839,164.98858558401167,10004 Lower Manhattan (Manhattan),26.3,23.0,6.532823109328598,1.1,1.0,1.3703203194062978,10.3,10.5,2.9078437983419185,3.1,3.0,1.1972189997378648,8.471428571428572,10.714285714285715,11.939197814109807,64.375,65.625,18.17402373963699,63.236607142857146,66.74107142857143,18.65499658454657,51.66666666666667,50.0,19.953649995631075,10004,13555552.334999999,13220.0,1.81,204949.0,640.0,772.0,1112.0,5296.0,0.03595818,16,0.0,0.0,4.0,0.0,0.0,32.79374337221633,749.0,134.0,713.0,883.0,2020-03-01,14.682857142857143
1.0,0.1,0,1.0,102,0.1,MN,0.0,-2.3025850929940455,0.0,-2.3025850929940455,10005,10005,99,8757.23,82.89741921066081,656.1768168999663,775.7887249895234,1753.271325997643,238.93334003864473,81.54222901400466,495.6058508531495,10005 Lower Manhattan (Manhattan),28.823529411764707,29.0,6.812078373353164,1.1176470588235294,1.0,1.2689736473414486,10.882352941176473,11.0,3.5861252233639385,3.647058823529412,3.0,1.4552137502179976,8.853408029878619,10.0,12.288385811180078,68.01470588235294,68.75,22.41328264602462,63.83345004668534,65.625,19.200602829968872,60.78431372549019,50.0,24.253562503633297,10005,2082901.141,8651.0,1.86,184681.0,174.0,529.0,92.0,3451.0,0.034903758,159,8.0,25.0,54.0,97.0,131.0,33.98652941176471,4165.0,406.0,4055.0,4571.0,2020-03-01,14.682857142857143
1.0,0.1,0,1.0,102,0.1,MN,0.0,-2.3025850929940455,0.0,-2.3025850929940455,10007,10007,102,6991.45,97.84288683753982,385.5542464286048,515.0932127066703,1007.0131489766882,82.12983981532034,63.2361408571723,216.1521244250684,10007 Lower Manhattan (Manhattan),32.833333333333336,34.5,8.364789116869414,1.5,2.0,1.087114613009218,10.083333333333334,10.0,2.6097137890209456,2.75,3.0,0.7537783614444091,10.425925925925926,7.944444444444445,12.96188047035636,63.020833333333336,62.5,16.31071118138091,66.29050925925925,62.41319444444444,20.252938234931815,45.833333333333336,50.0,12.562972690740152,10007,5327870.977,6689.0,2.28,250001.0,623.0,1110.0,424.0,2812.0,0.025018098,232,11.0,32.0,69.0,237.0,159.0,34.69816540477577,2450.0,447.0,2168.0,2897.0,2020-03-01,14.682857142857143
1.0,0.1,0,1.0,102,0.1,MN,0.0,-2.3025850929940455,0.0,-2.3025850929940455,10009,10009,98,57151.12,727.9784088262729,3005.844607264817,4192.615499845436,8724.237147073654,1243.473047326449,1207.4661381643027,1702.885035261793,10009 Union Square - Lower East Side (Manhattan),31.083333333333332,31.0,7.115390915388126,1.0833333333333333,0.5,1.378954368902449,10.166666666666666,11.0,3.1285585799020588,3.25,3.0,1.4847711791873703,3.3902116402116405,5.388888888888889,17.245800762431568,63.541666666666664,68.75,19.553491124387868,55.29720568783069,58.420138888888886,26.946563691299325,54.166666666666664,50.0,24.746186319789505,10009,15903519.3,57594.0,1.96,68220.0,4581.0,13476.0,8659.0,17188.0,0.055501593,567,76.0,35.0,112.0,104.0,208.0,41.36582341990907,23518.0,6135.0,17183.0,29653.0,2020-03-01,14.682857142857143
1.0,0.1,0,1.0,102,0.1,MN,0.0,-2.3025850929940455,0.0,-2.3025850929940455,10025,10025,76,91619.93,1088.6258751308844,5206.997952992391,6975.259339521772,14157.88440319019,2395.0504957471853,2431.291333106946,2988.734668438183,10025 Upper West Side (Manhattan),43.33009708737864,41.0,13.985558622753748,0.6601941747572816,0.0,1.1593896133966388,10.223300970873789,11.0,2.8108056162691204,3.5825242718446604,3.0,1.2487191229153634,13.94251810756665,14.0,9.093397685474372,63.89563106796116,68.75,17.567535101682,71.78518454307289,71.875,14.20843388355371,59.70873786407767,50.0,20.811985381922725,10025,19631043.82,86734.0,2.16,99067.0,9754.0,21867.0,18777.0,20720.0,0.041777977,444,53.0,68.0,96.0,359.0,228.0,41.0145017388615,32572.0,11206.0,30542.0,43778.0,2020-03-01,14.682857142857143
1.0,0.1,0,1.0,102,0.1,MN,0.0,-2.3025850929940455,0.0,-2.3025850929940455,10029,10029,72,78224.82,2639.5271533220994,5795.260434845698,5487.10535079163,14179.8878382966,2390.3892536240674,3462.105984567472,3152.656945110858,10029 East Harlem (Manhattan),37.15384615384615,35.0,12.003329541419754,0.782051282051282,0.0,1.2653980011174748,11.384615384615383,11.0,3.1877638183902777,3.58974358974359,3.0,1.3429556223233154,13.13044363044363,13.857142857142858,11.222691690089516,71.15384615384616,68.75,19.92352386493923,70.51631817256816,71.65178571428572,17.535455765764866,59.82905982905983,50.0,22.38259370538859,10029,22963435.68,71306.0,2.26,33801.0,23400.0,33471.0,11414.0,9399.0,0.085633313,382,96.0,62.0,69.0,485.0,177.0,39.25908532688864,29266.0,6040.0,22391.0,35306.0,2020-03-01,14.682857142857143
1.0,0.1,0,1.0,102,0.1,MN,0.0,-2.3025850929940455,0.0,-2.3025850929940455,10032,10032,63,63051.12,1131.5296020830358,2232.0275699231224,2760.4706905962125,7099.242014267092,889.975471651792,1418.020457612067,1560.8964997475296,10032 Washington Heights (Manhattan),38.77777777777778,28.0,17.498412626419704,0.1111111111111111,0.0,0.3333333333333333,9.444444444444445,9.0,3.711842908553348,2.6666666666666665,3.0,1.4142135623730951,11.601410934744267,15.11111111111111,10.860992786164228,59.02777777777778,56.25,23.199018178458424,68.12720458553791,73.61111111111111,16.970301228381604,44.44444444444444,50.0,23.570226039551585,10032,23159566.09,58314.0,2.67,53690.0,10803.0,39054.0,9451.0,9899.0,0.132078967,211,41.0,29.0,39.0,440.0,94.0,41.143323987474645,17759.0,4224.0,19870.0,21983.0,2020-03-01,14.682857142857143
45.0,0.1,1,12.0,103,0.1,MN,3.8066624897703196,-2.3025850929940455,2.4849066497880004,-2.3025850929940455,10001,10001,84,27613.09,260.76435099441966,2099.066790610267,2243.082260942961,3712.050600747803,353.2788530736921,351.3895872131428,1205.1576739537486,10001 Chelsea - Clinton (Manhattan),32.095238095238095,32.0,9.076919972682154,1.3333333333333333,0.0,1.591644851508443,9.047619047619047,9.0,2.69214023550391,3.4761904761904763,3.0,1.5368489717290903,9.995464852607707,8.88888888888889,12.696911759367852,56.54761904761905,56.25,16.825876471899438,65.61791383219955,63.888888888888886,19.838924624012268,57.93650793650794,50.0,25.614149528818167,10001,17794940.77,23884.0,1.79,96787.0,1619.0,3925.0,3164.0,8571.0,0.041752557,913,58.0,240.0,330.0,753.0,1989.0,40.19387404324065,6553.0,948.0,3815.0,7501.0,2020-03-08,19.44
45.0,0.1,1,12.0,103,0.1,MN,3.8066624897703196,-2.3025850929940455,2.4849066497880004,-2.3025850929940455,10002,10002,96,75322.71,1113.2181922495072,3924.968847105992,5238.873900034934,9100.798041885637,1816.8584252474536,1546.2183050483652,1930.1509096916016,10002 Union Square - Lower East Side (Manhattan),36.36190476190476,36.0,7.909492604464163,0.9904761904761904,0.0,1.326470432962533,10.438095238095238,11.0,2.3407913254504407,3.142857142857143,3.0,1.10443660740679,18.691005291005293,21.714285714285715,9.908989518260372,65.23809523809524,68.75,14.629945784065251,79.20469576719576,83.92857142857143,15.482796122281831,52.38095238095238,50.0,18.40727679011316,10002,26280128.54,72671.0,2.15,35607.0,6645.0,19155.0,17651.0,14061.0,0.05887199,1038,125.0,94.0,147.0,255.0,751.0,44.680500659208455,28192.0,5301.0,16259.0,33493.0,2020-03-08,19.44
45.0,0.1,1,12.0,103,0.1,MN,3.8066624897703196,-2.3025850929940455,2.4849066497880004,-2.3025850929940455,10003,10003,97,53977.81,393.98236427661453,2975.9975936132087,5400.882170165194,7638.8571588433215,890.8892420702176,471.67869965815635,1009.0060117945816,10003 Union Square - Lower East Side (Manhattan),32.07142857142857,32.0,8.306293125968136,1.4285714285714286,1.0,1.5045717874984443,11.0,11.0,3.902661813527945,3.4285714285714284,3.0,1.3424596091494905,7.1519274376417235,10.333333333333332,12.417017560891791,68.75,68.75,24.39163633454966,61.17488662131519,66.14583333333333,19.401589938893427,57.142857142857146,50.0,22.37432681915817,10003,15538376.27,44877.0,1.78,129981.0,2759.0,4732.0,6924.0,17347.0,0.042497384,1255,89.0,116.0,281.0,1087.0,781.0,38.68890760770544,15835.0,4920.0,12312.0,20755.0,2020-03-08,19.44
45.0,0.1,1,12.0,103,0.1,MN,3.8066624897703196,-2.3025850929940455,2.4849066497880004,-2.3025850929940455,10004,10004,100,2972.12,23.349944629014395,141.7487622717693,212.07027266878112,294.6056215229738,53.77909961115583,72.18919306443674,109.49600012864325,10004 Lower Manhattan (Manhattan),26.3,23.0,6.532823109328598,1.1,1.0,1.3703203194062978,10.3,10.5,2.9078437983419185,3.1,3.0,1.1972189997378648,8.471428571428572,10.714285714285715,11.939197814109807,64.375,65.625,18.17402373963699,63.236607142857146,66.74107142857143,18.65499658454657,51.66666666666667,50.0,19.953649995631075,10004,13555552.334999999,13220.0,1.81,204949.0,640.0,772.0,1112.0,5296.0,0.03595818,16,0.0,0.0,4.0,0.0,0.0,32.79374337221633,749.0,134.0,713.0,883.0,2020-03-08,19.44
45.0,0.1,1,12.0,103,0.1,MN,3.8066624897703196,-2.3025850929940455,2.4849066497880004,-2.3025850929940455,10005,10005,99,8757.23,61.49940318836451,542.0597083149638,727.6643018367628,1380.9016615784158,187.39000168065417,141.84806030656807,245.83219506351833,10005 Lower Manhattan (Manhattan),28.823529411764707,29.0,6.812078373353164,1.1176470588235294,1.0,1.2689736473414486,10.882352941176473,11.0,3.5861252233639385,3.647058823529412,3.0,1.4552137502179976,8.853408029878619,10.0,12.288385811180078,68.01470588235294,68.75,22.41328264602462,63.83345004668534,65.625,19.200602829968872,60.78431372549019,50.0,24.253562503633297,10005,2082901.141,8651.0,1.86,184681.0,174.0,529.0,92.0,3451.0,0.034903758,159,8.0,25.0,54.0,97.0,131.0,33.98652941176471,4165.0,406.0,4055.0,4571.0,2020-03-08,19.44
45.0,0.1,1,12.0,103,0.1,MN,3.8066624897703196,-2.3025850929940455,2.4849066497880004,-2.3025850929940455,10007,10007,102,6991.45,33.16511483685397,293.6647081469354,594.0540431497734,913.019008433582,206.7516697745006,75.67499638041086,169.22600229460653,10007 Lower Manhattan (Manhattan),32.833333333333336,34.5,8.364789116869414,1.5,2.0,1.087114613009218,10.083333333333334,10.0,2.6097137890209456,2.75,3.0,0.7537783614444091,10.425925925925926,7.944444444444445,12.96188047035636,63.020833333333336,62.5,16.31071118138091,66.29050925925925,62.41319444444444,20.252938234931815,45.833333333333336,50.0,12.562972690740152,10007,5327870.977,6689.0,2.28,250001.0,623.0,1110.0,424.0,2812.0,0.025018098,232,11.0,32.0,69.0,237.0,159.0,34.69816540477577,2450.0,447.0,2168.0,2897.0,2020-03-08,19.44
