CASE_COUNT,DEATH_COUNT,week,borough_case_count,id,borough_death_count,borough,CASE_COUNT_log,DEATH_COUNT_log,borough_case_count_log,borough_death_count_log,MODZCTA,MODIFIED_ZCTA,mod_idx,POP_DENOMINATOR,Glocery&Pharmacies_visits_weekly,Retails_visits_weekly,Arts&Entertainment_visits_weekly,Restaurants&Bars_visits_weekly,Educations_visits_weekly,Healthcares_visits_weekly,others_visits_weekly,zipcode,Age_mean,Age_median,Age_std,Risk_preference_mean,Risk_preference_median,Risk_preference_std,score_mean,score_median,score_std,loss_aversion_scores_mean,loss_aversion_scores_median,loss_aversion_scores_std,agency_mean,agency_median,agency_std,regulated_scores_mean,regulated_scores_median,regulated_scores_std,regulated_agency_mean,regulated_agency_median,regulated_agency_std,regulated_loss_mean,regulated_loss_median,regulated_loss_std,zip_char,AREA,POPULATION,HOUSEHOLD_SIZE,HOUSEHOLD_INCOME,BLACK,HISPANIC,AGE65_PLUS,BACHELOR_S,NO_HEALTH_INSURANCE,RESTAURANT_COUNT,GROCERY_COUNT,EDUCATION_COUNT,ENTERTAINMENT_COUNT,HEALTHCARE_COUNT,RETAIL_COUNT,EstimatedAverageAge,no_vehicles,vehicle_owned,public_transportation,household_num,Date,StringencyIndex_WeightedAverage
2931.0,8.0,2,915.0,53,1.0,BK,7.983098940710892,2.0794415416798357,6.818924065275521,0.0,11226,11226,48,97355.08,3308.9959421645003,6830.002391030376,6385.677472183107,13750.171841528603,2839.8497454618164,3564.9962243750315,4146.6937745529685,11226 East Flatbush - Flatbush (Brooklyn),33.74193548387097,30.0,11.487606270752623,0.9838709677419356,0.0,1.3243239597209029,11.080645161290322,11.0,3.290813776962825,3.6774193548387095,3.0,1.198006452654933,9.259600614439323,11.0,11.067569828785354,69.25403225806451,68.75,20.56758610601766,64.46812596006144,67.1875,17.293077857477115,61.29032258064516,50.0,19.966774210915545,11226,39408598.28,95389.0,2.54,60896.0,64136.0,15360.0,11284.0,13601.0,0.063365489,380,122.0,52.0,36.0,242.0,314.0,37.27231372225033,23404.0,10554.0,31049.0,33958.0,2020-03-15,44.18142857142857
2931.0,8.0,2,915.0,53,1.0,BK,7.983098940710892,2.0794415416798357,6.818924065275521,0.0,11234,11234,49,94056.07,4507.183301877613,10421.564009699165,8767.156270617657,15994.693596346491,5535.493750813047,5623.128926394774,8163.695451153704,11234 Canarsie - Flatlands (Brooklyn),41.2,39.0,16.58882723971737,0.76,0.0,1.25029726195143,10.48,11.0,3.1337741687206075,3.933333333333333,4.0,1.297954037970792,9.928677248677248,12.0,9.0910547059012,65.5,68.75,19.5860885545038,65.5135582010582,68.75,14.204772977970626,65.55555555555556,66.66666666666667,21.632567299513205,11234,206201040.1,90178.0,2.8,84116.0,40921.0,9795.0,17015.0,13641.0,0.130640693,259,46.0,40.0,89.0,351.0,373.0,40.954868572591664,8312.0,24361.0,17915.0,32673.0,2020-03-15,44.18142857142857
20475.0,224.0,3,6137.0,54,57.0,BK,9.92695990872127,5.4116460518550396,8.722091302389098,4.04305126783455,11206,11206,59,86709.93,1236.4185474193805,2482.257978543033,1856.8479597440848,3976.48678897908,416.99135683918234,882.9461332343449,1292.6797901483862,11206 Williamsburg - Bushwick (Brooklyn),34.08474576271186,32.0,11.500057174660304,0.7288135593220338,0.0,1.1865700856202457,10.779661016949152,11.0,3.337704128383242,3.76271186440678,4.0,1.3175078754046827,11.529997309658327,12.444444444444445,9.262824353545776,67.37288135593221,68.75,20.86065080239526,68.01562079634114,69.44444444444444,14.473163052415272,62.71186440677966,66.66666666666667,21.95846459007804,11206,40700720.97,86849.0,2.76,43065.0,19698.0,32979.0,8505.0,11489.0,0.086065695,391,81.0,63.0,69.0,136.0,315.0,34.113807632695064,18327.0,8367.0,19884.0,26694.0,2020-03-22,67.99142857142857
20475.0,224.0,3,6137.0,54,57.0,BK,9.92695990872127,5.4116460518550396,8.722091302389098,4.04305126783455,11220,11220,39,94590.76,1240.246505701029,2557.491564736173,1913.9732574561592,4827.620479158447,287.09491585076927,885.2345948914839,1196.927340366176,11220 Sunset Park (Brooklyn),31.458333333333332,27.0,10.594977399659276,1.0,0.0,1.443989744762311,9.166666666666666,10.0,3.3791181862006625,3.8333333333333335,4.0,1.2937383295118945,10.514550264550264,11.714285714285715,11.362068618231053,57.291666666666664,62.5,21.119488663754144,66.42898478835978,68.30357142857143,17.753232215986017,63.888888888888886,66.66666666666667,21.5623054918649,11220,47453785.79,90410.0,3.25,55119.0,2877.0,36498.0,11525.0,9147.0,0.078993569,601,141.0,58.0,48.0,346.0,379.0,37.360114369488514,13207.0,7241.0,17606.0,20448.0,2020-03-22,67.99142857142857
20475.0,224.0,3,6137.0,54,57.0,BK,9.92695990872127,5.4116460518550396,8.722091302389098,4.04305126783455,11226,11226,48,97355.08,2442.1685595502895,3570.568987826403,3355.1681210473685,7769.482118016467,826.9212038082416,2068.5433316475633,2596.353219174526,11226 East Flatbush - Flatbush (Brooklyn),33.74193548387097,30.0,11.487606270752623,0.9838709677419356,0.0,1.3243239597209029,11.080645161290322,11.0,3.290813776962825,3.6774193548387095,3.0,1.198006452654933,9.259600614439323,11.0,11.067569828785354,69.25403225806451,68.75,20.56758610601766,64.46812596006144,67.1875,17.293077857477115,61.29032258064516,50.0,19.966774210915545,11226,39408598.28,95389.0,2.54,60896.0,64136.0,15360.0,11284.0,13601.0,0.063365489,380,122.0,52.0,36.0,242.0,314.0,37.27231372225033,23404.0,10554.0,31049.0,33958.0,2020-03-22,67.99142857142857
20475.0,224.0,3,6137.0,54,57.0,BK,9.92695990872127,5.4116460518550396,8.722091302389098,4.04305126783455,11234,11234,49,94056.07,3147.1796735899006,5826.916210689537,4128.996107926301,8007.9551755111,999.149107453778,2648.604460424766,4310.661313059654,11234 Canarsie - Flatlands (Brooklyn),41.2,39.0,16.58882723971737,0.76,0.0,1.25029726195143,10.48,11.0,3.1337741687206075,3.933333333333333,4.0,1.297954037970792,9.928677248677248,12.0,9.0910547059012,65.5,68.75,19.5860885545038,65.5135582010582,68.75,14.204772977970626,65.55555555555556,66.66666666666667,21.632567299513205,11234,206201040.1,90178.0,2.8,84116.0,40921.0,9795.0,17015.0,13641.0,0.130640693,259,46.0,40.0,89.0,351.0,373.0,40.954868572591664,8312.0,24361.0,17915.0,32673.0,2020-03-22,67.99142857142857
30141.0,1516.0,4,8185.0,55,449.0,BK,10.313641650130425,7.323830566202317,9.010058489805235,6.1070228877422545,11206,11206,59,86709.93,864.1131014136148,1417.6106944169314,1372.02588180076,2863.4174206983453,178.12551112827057,698.476971292762,832.4423590557052,11206 Williamsburg - Bushwick (Brooklyn),34.08474576271186,32.0,11.500057174660304,0.7288135593220338,0.0,1.1865700856202457,10.779661016949152,11.0,3.337704128383242,3.76271186440678,4.0,1.3175078754046827,11.529997309658327,12.444444444444445,9.262824353545776,67.37288135593221,68.75,20.86065080239526,68.01562079634114,69.44444444444444,14.473163052415272,62.71186440677966,66.66666666666667,21.95846459007804,11206,40700720.97,86849.0,2.76,43065.0,19698.0,32979.0,8505.0,11489.0,0.086065695,391,81.0,63.0,69.0,136.0,315.0,34.113807632695064,18327.0,8367.0,19884.0,26694.0,2020-03-29,82.41
30141.0,1516.0,4,8185.0,55,449.0,BK,10.313641650130425,7.323830566202317,9.010058489805235,6.1070228877422545,11220,11220,39,94590.76,754.819538113041,1309.86720689887,1301.9204733640029,2546.9365588950254,115.22632779825786,572.6346852404943,593.3022503298683,11220 Sunset Park (Brooklyn),31.458333333333332,27.0,10.594977399659276,1.0,0.0,1.443989744762311,9.166666666666666,10.0,3.3791181862006625,3.8333333333333335,4.0,1.2937383295118945,10.514550264550264,11.714285714285715,11.362068618231053,57.291666666666664,62.5,21.119488663754144,66.42898478835978,68.30357142857143,17.753232215986017,63.888888888888886,66.66666666666667,21.5623054918649,11220,47453785.79,90410.0,3.25,55119.0,2877.0,36498.0,11525.0,9147.0,0.078993569,601,141.0,58.0,48.0,346.0,379.0,37.360114369488514,13207.0,7241.0,17606.0,20448.0,2020-03-29,82.41
30141.0,1516.0,4,8185.0,55,449.0,BK,10.313641650130425,7.323830566202317,9.010058489805235,6.1070228877422545,11226,11226,48,97355.08,1613.627298163547,2373.3018849507007,2329.4219013453694,5073.7781534285505,575.1102890327343,1674.3825291083,1770.8205283309296,11226 East Flatbush - Flatbush (Brooklyn),33.74193548387097,30.0,11.487606270752623,0.9838709677419356,0.0,1.3243239597209029,11.080645161290322,11.0,3.290813776962825,3.6774193548387095,3.0,1.198006452654933,9.259600614439323,11.0,11.067569828785354,69.25403225806451,68.75,20.56758610601766,64.46812596006144,67.1875,17.293077857477115,61.29032258064516,50.0,19.966774210915545,11226,39408598.28,95389.0,2.54,60896.0,64136.0,15360.0,11284.0,13601.0,0.063365489,380,122.0,52.0,36.0,242.0,314.0,37.27231372225033,23404.0,10554.0,31049.0,33958.0,2020-03-29,82.41
30141.0,1516.0,4,8185.0,55,449.0,BK,10.313641650130425,7.323830566202317,9.010058489805235,6.1070228877422545,11234,11234,49,94056.07,2127.9786965726803,3723.222598224639,2804.169729907762,5602.904884398798,569.7004925263525,2104.5960785586963,2805.0955547719573,11234 Canarsie - Flatlands (Brooklyn),41.2,39.0,16.58882723971737,0.76,0.0,1.25029726195143,10.48,11.0,3.1337741687206075,3.933333333333333,4.0,1.297954037970792,9.928677248677248,12.0,9.0910547059012,65.5,68.75,19.5860885545038,65.5135582010582,68.75,14.204772977970626,65.55555555555556,66.66666666666667,21.632567299513205,11234,206201040.1,90178.0,2.8,84116.0,40921.0,9795.0,17015.0,13641.0,0.130640693,259,46.0,40.0,89.0,351.0,373.0,40.954868572591664,8312.0,24361.0,17915.0,32673.0,2020-03-29,82.41
36099.0,4271.0,5,9970.0,56,1346.0,BK,10.494020443106272,8.359603270841466,9.207335862955883,7.204892510204673,11206,11206,59,86709.93,1167.004415549969,1786.7133318638002,2675.5042662956594,3324.83525178528,251.47298615944152,853.3907622136917,1090.6845349324642,11206 Williamsburg - Bushwick (Brooklyn),34.08474576271186,32.0,11.500057174660304,0.7288135593220338,0.0,1.1865700856202457,10.779661016949152,11.0,3.337704128383242,3.76271186440678,4.0,1.3175078754046827,11.529997309658327,12.444444444444445,9.262824353545776,67.37288135593221,68.75,20.86065080239526,68.01562079634114,69.44444444444444,14.473163052415272,62.71186440677966,66.66666666666667,21.95846459007804,11206,40700720.97,86849.0,2.76,43065.0,19698.0,32979.0,8505.0,11489.0,0.086065695,391,81.0,63.0,69.0,136.0,315.0,34.113807632695064,18327.0,8367.0,19884.0,26694.0,2020-04-05,82.41
36099.0,4271.0,5,9970.0,56,1346.0,BK,10.494020443106272,8.359603270841466,9.207335862955883,7.204892510204673,11220,11220,39,94590.76,981.9256706046172,1693.6501941445288,1268.04787665077,3609.0486189633793,147.89982633732637,636.1938823574532,739.0004986020188,11220 Sunset Park (Brooklyn),31.458333333333332,27.0,10.594977399659276,1.0,0.0,1.443989744762311,9.166666666666666,10.0,3.3791181862006625,3.8333333333333335,4.0,1.2937383295118945,10.514550264550264,11.714285714285715,11.362068618231053,57.291666666666664,62.5,21.119488663754144,66.42898478835978,68.30357142857143,17.753232215986017,63.888888888888886,66.66666666666667,21.5623054918649,11220,47453785.79,90410.0,3.25,55119.0,2877.0,36498.0,11525.0,9147.0,0.078993569,601,141.0,58.0,48.0,346.0,379.0,37.360114369488514,13207.0,7241.0,17606.0,20448.0,2020-04-05,82.41
36099.0,4271.0,5,9970.0,56,1346.0,BK,10.494020443106272,8.359603270841466,9.207335862955883,7.204892510204673,11226,11226,48,97355.08,1670.0896915587332,2702.277349270549,2820.107907589787,5950.2837331499795,462.22207165285624,1713.347892017798,2168.9352249083236,11226 East Flatbush - Flatbush (Brooklyn),33.74193548387097,30.0,11.487606270752623,0.9838709677419356,0.0,1.3243239597209029,11.080645161290322,11.0,3.290813776962825,3.6774193548387095,3.0,1.198006452654933,9.259600614439323,11.0,11.067569828785354,69.25403225806451,68.75,20.56758610601766,64.46812596006144,67.1875,17.293077857477115,61.29032258064516,50.0,19.966774210915545,11226,39408598.28,95389.0,2.54,60896.0,64136.0,15360.0,11284.0,13601.0,0.063365489,380,122.0,52.0,36.0,242.0,314.0,37.27231372225033,23404.0,10554.0,31049.0,33958.0,2020-04-05,82.41
36099.0,4271.0,5,9970.0,56,1346.0,BK,10.494020443106272,8.359603270841466,9.207335862955883,7.204892510204673,11234,11234,49,94056.07,2376.313556445157,4133.812740690986,3695.3651531300497,6001.345758501844,478.4031080998932,2060.596506634193,3250.804487156688,11234 Canarsie - Flatlands (Brooklyn),41.2,39.0,16.58882723971737,0.76,0.0,1.25029726195143,10.48,11.0,3.1337741687206075,3.933333333333333,4.0,1.297954037970792,9.928677248677248,12.0,9.0910547059012,65.5,68.75,19.5860885545038,65.5135582010582,68.75,14.204772977970626,65.55555555555556,66.66666666666667,21.632567299513205,11234,206201040.1,90178.0,2.8,84116.0,40921.0,9795.0,17015.0,13641.0,0.130640693,259,46.0,40.0,89.0,351.0,373.0,40.954868572591664,8312.0,24361.0,17915.0,32673.0,2020-04-05,82.41
34170.0,5422.0,6,8511.0,57,1764.0,BK,10.439103345109338,8.598220030058611,9.049114723476961,7.475339236566737,11206,11206,59,86709.93,926.390570891543,1369.5333901389754,1299.81902559051,2453.765066519607,126.31513000922534,568.3796677165794,918.7925960509808,11206 Williamsburg - Bushwick (Brooklyn),34.08474576271186,32.0,11.500057174660304,0.7288135593220338,0.0,1.1865700856202457,10.779661016949152,11.0,3.337704128383242,3.76271186440678,4.0,1.3175078754046827,11.529997309658327,12.444444444444445,9.262824353545776,67.37288135593221,68.75,20.86065080239526,68.01562079634114,69.44444444444444,14.473163052415272,62.71186440677966,66.66666666666667,21.95846459007804,11206,40700720.97,86849.0,2.76,43065.0,19698.0,32979.0,8505.0,11489.0,0.086065695,391,81.0,63.0,69.0,136.0,315.0,34.113807632695064,18327.0,8367.0,19884.0,26694.0,2020-04-12,82.41
34170.0,5422.0,6,8511.0,57,1764.0,BK,10.439103345109338,8.598220030058611,9.049114723476961,7.475339236566737,11220,11220,39,94590.76,625.8749069523473,1196.9316260978223,772.1839325029507,2123.1806853265903,80.75637025290125,419.36534030116366,509.7079317470688,11220 Sunset Park (Brooklyn),31.458333333333332,27.0,10.594977399659276,1.0,0.0,1.443989744762311,9.166666666666666,10.0,3.3791181862006625,3.8333333333333335,4.0,1.2937383295118945,10.514550264550264,11.714285714285715,11.362068618231053,57.291666666666664,62.5,21.119488663754144,66.42898478835978,68.30357142857143,17.753232215986017,63.888888888888886,66.66666666666667,21.5623054918649,11220,47453785.79,90410.0,3.25,55119.0,2877.0,36498.0,11525.0,9147.0,0.078993569,601,141.0,58.0,48.0,346.0,379.0,37.360114369488514,13207.0,7241.0,17606.0,20448.0,2020-04-12,82.41
34170.0,5422.0,6,8511.0,57,1764.0,BK,10.439103345109338,8.598220030058611,9.049114723476961,7.475339236566737,11226,11226,48,97355.08,1446.6314006407588,1878.1388269455088,1595.672466818445,4600.784316728463,375.073573629384,1413.3844690950114,1314.8141621304785,11226 East Flatbush - Flatbush (Brooklyn),33.74193548387097,30.0,11.487606270752623,0.9838709677419356,0.0,1.3243239597209029,11.080645161290322,11.0,3.290813776962825,3.6774193548387095,3.0,1.198006452654933,9.259600614439323,11.0,11.067569828785354,69.25403225806451,68.75,20.56758610601766,64.46812596006144,67.1875,17.293077857477115,61.29032258064516,50.0,19.966774210915545,11226,39408598.28,95389.0,2.54,60896.0,64136.0,15360.0,11284.0,13601.0,0.063365489,380,122.0,52.0,36.0,242.0,314.0,37.27231372225033,23404.0,10554.0,31049.0,33958.0,2020-04-12,82.41
34170.0,5422.0,6,8511.0,57,1764.0,BK,10.439103345109338,8.598220030058611,9.049114723476961,7.475339236566737,11234,11234,49,94056.07,2139.4548080274576,3398.7789596559332,2399.592299065907,5290.752525513678,482.5236891564558,1767.4160456526724,2764.628009965814,11234 Canarsie - Flatlands (Brooklyn),41.2,39.0,16.58882723971737,0.76,0.0,1.25029726195143,10.48,11.0,3.1337741687206075,3.933333333333333,4.0,1.297954037970792,9.928677248677248,12.0,9.0910547059012,65.5,68.75,19.5860885545038,65.5135582010582,68.75,14.204772977970626,65.55555555555556,66.66666666666667,21.632567299513205,11234,206201040.1,90178.0,2.8,84116.0,40921.0,9795.0,17015.0,13641.0,0.130640693,259,46.0,40.0,89.0,351.0,373.0,40.954868572591664,8312.0,24361.0,17915.0,32673.0,2020-04-12,82.41
22962.0,4056.0,7,6043.0,58,1232.0,BK,10.041595954653758,8.30795254527102,8.706655856361559,7.116394144093465,11206,11206,59,86709.93,963.98209218212,1543.5005662123222,1333.0827490956235,2610.6851588740415,143.85792760882367,648.481882926472,748.0722214149648,11206 Williamsburg - Bushwick (Brooklyn),34.08474576271186,32.0,11.500057174660304,0.7288135593220338,0.0,1.1865700856202457,10.779661016949152,11.0,3.337704128383242,3.76271186440678,4.0,1.3175078754046827,11.529997309658327,12.444444444444445,9.262824353545776,67.37288135593221,68.75,20.86065080239526,68.01562079634114,69.44444444444444,14.473163052415272,62.71186440677966,66.66666666666667,21.95846459007804,11206,40700720.97,86849.0,2.76,43065.0,19698.0,32979.0,8505.0,11489.0,0.086065695,391,81.0,63.0,69.0,136.0,315.0,34.113807632695064,18327.0,8367.0,19884.0,26694.0,2020-04-19,82.41
